,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$357,"$1,002",$-65,$937,$-347,$-45,$401,$37,$182,"$1,476","$-2,014",-,$-81,$77,$138,$215,$-258,"$-2,138","$-1,482",$438,"$-1,044",$71,$71,$-784,$104,"$-1,653","$-2,315",$14,$-784
2020-09-30,"$1,285",$987,$228,"$1,215",$-167,$-141,$39,$-53,$-127,"$2,373","$-2,159",-,-,$63,$-141,$-78,-,"$-2,237","$3,222","$-1,014","$2,208",$-56,$-56,$-722,$-68,"$1,362","$1,498",$15,$-722
2020-06-30,$620,$967,$14,$981,$-25,-,$37,$-146,$352,"$1,953","$-1,641",-,-,$38,$25,$63,$-188,"$-1,766",$677,$-525,$152,$7,$7,$-747,$118,$-470,$-283,$12,$-747
2020-03-31,$841,$949,$-100,$849,$317,-,$-504,$-34,$-796,$894,$-578,-,-,$-141,$-108,$-249,$-62,$-889,"$1,172",$-220,$952,$52,$52,$-703,$-116,$185,$190,$72,$-703
2019-12-31,$409,$817,$-724,$93,$42,$-106,$462,$371,$398,$900,"$-2,052",-,$-50,$-37,$131,$94,$-311,"$-2,319",$-648,"$1,513",$865,$221,$221,$-782,$158,$462,$-957,$20,$-782
2019-09-30,"$1,346",$891,$221,"$1,112",$-65,$-31,$-110,$-173,$-90,"$2,368","$-1,897",-,-,$-25,$-146,$-171,$-7,"$-2,075","$2,691",$-856,"$1,835",$171,$171,$-693,$-57,"$1,256","$1,549",$12,$-693
2019-06-30,$930,$772,$369,"$1,141",$275,-,$-262,$-75,$-302,"$1,769","$-1,233",-,-,$39,$-96,$-57,$-162,"$-1,452",$39,$147,$186,$228,$228,$-692,$-17,$-295,$22,$11,$-692
2019-03-31,"$2,059",$851,"$-2,324","$-1,473",$378,-,$-783,$124,$158,$744,"$2,749",-,-,$-146,$-43,$-189,$-106,"$2,454","$-1,209","$-1,664","$-2,873",$224,$224,$-659,$-45,"$-3,353",$-155,$64,$-659
2018-12-31,$269,$902,$383,"$1,285",$-463,$-53,$539,$218,$-193,"$1,361","$-2,025",-,$-65,$-41,$136,$95,$-265,"$-2,260",$-507,$351,$-156,$212,$179,$-687,"$1,191",$527,$-372,$17,$-687
2018-09-30,"$1,222",$897,$-327,$570,$-57,-,$158,$-339,$534,"$2,326",$308,-,-,$42,$-85,$-43,$-141,$124,$-269,"$-2,417","$-2,686",$656,$656,$-655,$109,"$-2,576",$-126,$25,$-655
2018-06-30,$-127,$877,$708,"$1,585",$-103,-,$19,$-104,$291,"$1,749","$-1,682",-,$46,$161,$-136,$25,$-18,"$-1,629","$-1,596",$710,$-886,$109,$109,$-637,"$1,021",$-393,$-273,$14,$-637
2018-03-31,$936,$873,$56,$929,$197,-,$-425,$422,$-356,"$1,509","$-1,646",-,$-46,$-112,$-35,$-147,$-156,"$-1,995",$-683,"$1,832","$1,149",$113,$113,$-599,$-34,$629,$143,$69,$-599
2017-12-31,$499,$893,$142,"$1,035",$-625,$36,$187,$88,$-391,"$1,143","$-2,150",-,$-38,$139,$170,$309,"$1,374",$-505,$841,$-140,$701,$180,$-328,$-614,$-108,$-349,$289,$14,$-614
2017-09-30,"$1,111",$881,$302,"$1,183",$316,-,$-114,$-376,$216,"$2,510","$-1,843",-,$30,$237,$-75,$162,$-151,"$-1,802",$607,$-695,$-88,$196,$446,$-631,$-32,$-305,$403,$22,$-631
2017-06-30,"$-1,349",$860,"$2,338","$3,198",$-203,-,$180,$-168,$-4,"$1,845","$-1,909",-,$-42,$53,$-111,$-58,$-77,"$-2,086",$679,$457,"$1,136",$231,$81,$-600,$-37,$580,$339,$12,$-600
2017-03-31,$665,$823,$182,"$1,005",$310,-,$-533,$99,$-774,$896,"$-1,424",-,"$-1,004",$-170,$-142,$-312,$-57,"$-2,797",$801,$577,"$1,378",$186,$186,$-574,$35,"$1,025",$-876,$61,$-574
2016-12-31,$205,$814,"$-1,074",$-260,$-86,$-26,$310,$-61,$653,$598,"$-2,043",-,"$-1,167",$138,$102,$240,$-437,"$-3,407","$1,537",$570,"$2,107",$622,$622,$-601,$-12,"$2,116",$-693,$121,$-601
2016-09-30,"$1,176",$803,$-586,$217,$-261,$134,$62,$-260,$763,"$2,156","$-1,766",-,"$-8,616",$1,"$-1,547","$-1,546","$7,963","$-3,965",$920,$184,"$1,104","$1,882","$1,882",$-541,$136,"$2,581",$772,$-69,$-541
2016-06-30,$647,$667,$53,$720,$-432,$70,$1,$15,$-105,"$1,262","$-1,614",-,$-783,$-166,-,$-166,"$-7,915","$-10,478","$9,657",$177,"$9,834","$1,113","$1,113",$-533,$-55,"$10,359","$1,143",$11,$-533
2016-03-31,$501,$639,$71,$710,$235,-,$-72,$-107,$-333,$878,"$-1,872",-,$-114,$-94,$-5,$-99,$-112,"$-2,197","$1,109",$-181,$928,$141,$141,$-501,$101,$669,$-650,$58,$-501
2015-12-31,$297,$608,$418,"$1,026",$361,$-178,$-87,$-306,$-137,"$1,186","$-2,184",-,$-591,$382,$165,$547,$-172,"$-2,400","$1,995",$-114,"$1,881",$120,$120,$-506,$14,"$1,509",$295,$22,$-506
2015-09-30,$969,$616,$470,"$1,086",$40,$103,$45,$130,$926,"$2,981","$-1,251",-,$-720,$-36,$-166,$-202,$59,"$-2,114",$-706,$433,$-273,$20,$20,$-498,$180,$-571,$296,$11,$-498
2015-06-30,$644,$593,$210,$803,$-338,$56,$115,$59,$-253,"$1,194","$-1,142",-,$-408,$-9,$1,$-8,$-101,"$-1,659","$1,919",$-898,"$1,021",$4,$-408,$-495,$48,$166,$-299,$10,$-495
2015-03-31,$525,$578,$119,$697,$180,$80,$-426,$41,$-309,$913,"$-1,097",-,-,$65,$-6,$59,$-69,"$-1,107",$217,$877,"$1,094",$-3,$-3,$-478,$-17,$596,$402,$56,$-478
2014-12-31,$300,$495,$65,$560,$288,$-136,$359,$106,$268,"$1,128","$-1,342",-,$-731,$-118,$145,$27,$-205,"$-2,251",$75,$491,$566,$322,$322,$-425,$-44,$419,$-704,$12,$-476
