,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-190,"$1,023",$888,"$1,911",-,-,-,$-369,$-369,"$1,352","$-1,521",-,-,-,$-41,$-41,"$-2,931","$-4,493","$-1,907","$4,501","$2,594",$8,$8,$-686,$344,"$2,260",$-891,-,$-686
2020-09-30,"$1,123","$1,338",$482,"$1,820",-,-,-,$103,$103,"$2,839","$-1,631",-,-,-,$-35,$-35,"$-1,355","$-3,021","$2,070",$221,"$2,291",$-49,$-49,$-686,$-365,"$1,191","$1,001",-,$-686
2020-06-30,"$1,128","$1,032",$-305,$727,-,-,-,$-164,$-164,"$1,898",$-311,-,-,-,$-105,$-105,"$-2,634","$-3,050","$2,096","$-2,792",$-696,$6,$6,$-686,$138,"$-1,238","$-2,398",-,$-686
2020-03-31,$308,$922,$838,"$1,760",-,-,-,$-174,$-174,"$1,894","$-3,284",-,-,-,$-3,$-3,$152,"$-3,135","$4,042",$685,"$4,727",$-57,$-57,$-685,$-24,"$3,961","$2,726",-,$-685
2019-12-31,$844,"$1,041",$-379,$662,-,-,-,$406,$406,"$1,912","$-2,004",-,-,-,$-63,$-63,"$-1,647","$-3,714","$1,061","$1,574","$2,635",$6,$6,$-611,$-680,"$1,350",$-450,-,$-611
2019-09-30,$799,"$1,313",$484,"$1,797",-,-,-,$255,$255,"$2,962","$-1,451",-,-,-,$-43,$-43,"$-2,078","$-3,572","$1,679","$-1,801",$-122,"$1,462","$1,462",$-600,$-269,$471,$-145,-,$-600
2019-06-30,"$1,139","$1,262",$-660,$602,-,-,-,$54,$54,"$1,684",$723,-,-,-,$7,$7,"$-2,676","$-1,946","$3,071","$-2,470",$601,$6,$6,$-599,$617,$625,$362,-,$-599
2019-03-31,$606,$862,$467,"$1,329",-,-,-,$-338,$-338,"$1,597","$-7,029",-,-,-,$-53,$-53,$137,"$-6,945","$2,602",$-498,"$2,104",$20,$20,$-598,$-99,"$1,427","$-3,912",-,$-598
2018-12-31,$314,"$1,145",$-27,"$1,118",-,-,-,$-70,$-70,"$1,362",$-161,-,-,-,$-42,$-42,"$-2,186","$-2,389",$-146,"$7,165","$7,019",$4,$4,$-531,$-927,"$5,565","$4,532",-,$-531
2018-09-30,$941,"$1,183",$48,"$1,231",-,-,-,$36,$36,"$2,295","$1,507",-,-,-,$-73,$-73,"$-4,640","$-3,206",$-226,$293,$67,$703,$703,$-523,$635,$882,$-15,-,$-523
2018-06-30,$687,$894,$326,"$1,220",-,-,-,$-175,$-175,"$1,645","$-4,324",-,-,-,$549,$549,"$2,087","$-1,688",$799,$-372,$427,$4,$4,$-524,$-30,$-123,$-172,-,$-524
2018-03-31,"$3,834",$925,"$-3,072","$-2,147",-,-,-,$-396,$-396,"$1,291","$-1,288",-,-,-,$-120,$-120,"$-2,259","$-3,667",$862,"$1,027","$1,889",$7,$7,$-523,$-63,"$1,310","$-1,075",-,$-523
2017-12-31,"$2,071",$-148,"$-1,190","$-1,338",-,-,-,$512,$512,"$1,129","$3,201",-,$-28,-,$50,$50,"$-5,290","$-2,067",$270,$937,"$1,207",$19,$567,$-463,$-185,"$1,126",$214,-,$-463
2017-09-30,$857,"$1,138",$46,"$1,184",-,-,-,$-79,$-79,"$2,078","$-5,597",-,-,-,$32,$32,"$4,228","$-1,337",$418,$297,$715,$11,$11,$-462,$-179,$85,$826,-,$-462
2017-06-30,$804,$957,$349,"$1,306",-,-,-,$-48,$-48,"$1,993","$2,348",-,$-2,-,$-43,$-43,"$-4,147","$-1,844",$745,$-194,$551,$18,$18,$-460,$-115,$-6,$143,-,$-460
2017-03-31,"$1,591",$691,"$-1,054",$-363,-,-,-,$-39,$-39,"$1,258","$-5,179",-,"$1,484",-,$-69,$-69,$94,"$-3,670",$141,"$2,241","$2,382",$7,$7,$-460,$-246,"$1,683",$-729,-,$-460
2016-12-31,"$1,011",$891,$-586,$305,-,-,-,$-370,$-370,"$1,075","$3,952",-,-,-,$23,$23,"$-5,038","$-1,063",$357,$871,"$1,228",$9,$9,$-407,$-205,$625,$647,-,$-407
2016-09-30,$790,"$1,070",$136,"$1,206",-,-,-,$189,$189,"$2,024","$-1,864",-,-,-,$-31,$-31,$349,"$-1,546",$477,$-788,$-311,$485,$485,$-402,$-299,$-527,$-49,-,$-402
