,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$102.177,$61.77,$16.376,$78.146,$100.118,$51.978,$-31.519,$175.338,$80.904,$337.2,$-229.106,-,$11,-,$-1.946,$-1.946,-,$-220.052,$-65.151,$-1.201,$-66.352,$23.512,$23.512,$-58.757,$-0.34,$-101.937,$44.651,$6.973,$-58.757
2020-09-30,$117.045,$58.679,$19.807,$78.486,-,-,-,$-10.857,$-10.857,$253.797,$-202.38,-,-,-,$-0.588,$-0.588,-,$-202.968,$-60.17,$-0.082,$-60.252,$6.116,$6.116,$-40.927,$-0.784,$-95.847,$-34.623,$6.099,$-40.927
2020-06-30,$103.758,$57.841,$-9.489,$48.352,-,-,-,$-174.309,$-174.309,$52.863,$-204.462,-,-,-,$-1.223,$-1.223,-,$-205.685,$366.991,$-2.455,$364.536,$0.614,$0.614,$-40.927,$-0.194,$324.029,$183.468,$7.264,$-40.927
2020-03-31,$123.635,$53.694,$-27.772,$25.922,-,-,-,$17.73,$17.73,$155.054,$-214.529,-,$-22.572,-,$2.233,$2.233,-,$-234.868,$98.128,$-0.214,$97.914,$10.195,$10.195,$-53.268,$-3.825,$51.016,$-59.882,$2.501,$-53.268
2019-12-31,$106.243,$56.766,$21.615,$78.381,$-18.22,$-46.304,$-12.234,$256.646,$175.248,$373.736,$-243.34,-,$-820,-,$-0.793,$-0.793,-,"$-1,064.133","$1,064.045",$-7.514,"$1,056.531",-,-,$-64.858,$-4.231,$987.442,$295.287,$4.511,$-64.858
2019-09-30,$171.618,$54.487,$-24.844,$29.643,-,-,-,$-66.349,$-66.349,$146.35,$-192.83,-,-,-,$0.249,$0.249,-,$-192.581,$49.131,-,$49.131,$1.609,$1.609,$-57.258,$-0.204,$-6.722,$-80.36,$5.033,$-57.258
2019-06-30,$174.97,$52.948,$15.67,$68.618,-,-,-,$-100.299,$-100.299,$144.372,$-199.494,-,-,-,$-0.222,$-0.222,-,$-199.716,$64.829,-,$64.829,$0.529,$0.529,$-77.888,$-0.76,$-13.29,$-67.091,$4.58,$-77.888
2019-03-31,$151.526,$49.283,$-33.543,$15.74,-,-,-,$-122.939,$-122.939,$54.916,$-205.776,-,-,-,$-1.419,$-1.419,-,$-207.195,$118.223,-,$118.223,$2.676,$2.676,$-35.387,$-10.255,$75.257,$-90.046,$5.556,$-35.387
2018-12-31,$146.049,$50.187,$24.606,$74.793,$-97.448,$-124.067,$73.73,$129.632,$-20.152,$169.224,$-228.316,-,$0.09,-,$0.237,$0.237,-,$-227.989,$20.938,-,$20.938,$1.331,$1.331,$-35.674,$-0.193,$-13.598,$-85.906,$3.443,$-35.674
2018-09-30,$143.479,$49.707,$-8.815,$40.892,-,-,-,$-40.624,$-40.624,$153.084,$-190.73,-,$-6.992,$0.439,$-4.128,$-3.689,-,$-201.411,$77.328,-,$77.328,$-248.986,$-248.986,$-43.816,$-0.587,$-216.061,$-266.918,$3.709,$-43.816
