,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$49,$492,$189,$681,$-221,$-3,$151,$218,$100,$830,"$-1,243",-,-,-,$-3,$-3,$6,"$-1,240","$1,195",$41,"$1,236",$567,$567,$-244,$-27,"$1,532","$1,122",$-5,$-244
2020-09-30,$501,$482,$117,$599,$-214,$-17,$187,"$-1,007",$-912,$188,"$-1,049",-,-,-,$-9,$-9,$6,"$-1,052",$54,$16,$70,$15,$15,$-244,$-8,$-167,"$-1,031",$-2,$-244
2020-06-30,$202,$476,$2,$478,$-26,$-10,$-12,$200,$88,$768,$-962,-,-,-,$-7,$-7,$5,$-964,$-404,$605,$201,$14,$14,$-244,$-4,$-33,$-229,$-5,$-244
2020-03-31,$392,$470,$223,$693,$-88,$26,$-156,$-495,$-673,$412,$-965,-,-,-,$-8,$-8,$5,$-968,"$1,562",$-484,"$1,078",$102,$102,$-243,$-24,$913,$357,$-5,$-243
2019-12-31,$313,$431,$-42,$389,$5,$6,$77,$418,$472,"$1,174",$-847,-,-,-,$-56,$-56,$5,$-898,$535,$392,$927,$14,$14,$-234,$-19,$688,$964,$-3,$-234
2019-09-30,$503,$422,$147,$569,$-137,$-14,$89,$-646,$-650,$422,$-943,-,-,-,$-71,$-71,$6,"$-1,008",$-45,$139,$94,$13,$13,$-235,$-3,$-131,$-717,$-4,$-235
2019-06-30,$179,$418,$-23,$395,$227,$-17,$-48,$406,$500,"$1,074",$-944,-,-,-,$-50,$-50,$6,$-988,$518,$-274,$244,$414,$414,$-229,$-19,$410,$496,$-4,$-229
2019-03-31,$445,$413,$88,$501,$-43,$31,$-108,$-440,$-482,$464,$-855,-,-,-,$-38,$-38,$5,$-888,$814,"$-1,131",$-317,$438,$438,$-226,$-3,$-108,$-532,$-3,$-226
2018-12-31,$331,$377,$-19,$358,$86,$-16,$-38,$465,$406,"$1,095",$-912,-,"$-1,488",-,$-129,$-129,$5,"$-2,524",$506,"$1,214","$1,720",$719,$719,$-211,$-38,"$2,190",$761,$-1,$-211
2018-09-30,$435,$359,$156,$515,$-253,$-20,$53,$-244,$-390,$560,"$-1,006",-,-,-,$-87,$-87,$12,"$-1,081",$-435,$483,$48,$13,$13,$-211,$-5,$-155,$-676,$-4,$-211
2018-06-30,$188,$354,$59,$413,$183,$-17,$-91,$295,$296,$897,$-944,-,-,-,$-19,$-19,$6,$-957,"$1,031",$-520,$511,$13,$13,$-211,$-15,$298,$238,$-3,$-211
2018-03-31,$428,$348,$93,$441,$-129,$33,$30,$-667,$-726,$143,$-888,-,-,-,$-32,$-32,$11,$-909,$-10,$812,$802,$13,$13,$-209,$-1,$605,$-161,$-4,$-209
2017-12-31,$505,$343,$-282,$61,$23,$3,$149,$433,$574,"$1,140","$-1,070",-,$-45,-,$-15,$-15,$5,"$-1,125",$695,$221,$916,$14,$14,$-203,$-8,$719,$734,$-3,$-203
2017-09-30,$457,$336,$269,$605,$-156,$20,$40,$-424,$-409,$653,$-849,-,-,-,$-13,$-13,$8,$-854,$-3,$-680,$-683,$355,$355,$-202,$-1,$-531,$-732,$-3,$-202
2017-06-30,$175,$333,$37,$370,$197,$-44,$-16,$512,$581,"$1,126",$-871,-,-,-,$-12,$-12,$8,$-875,$482,$200,$682,$13,$13,$-199,$-7,$489,$740,$-3,$-199
2017-03-31,$388,$329,$213,$542,$-40,$26,$-78,$-418,$-482,$448,$-867,-,-,-,$-5,$-5,$16,$-856,$89,$-218,$-129,$12,$12,$-199,$-4,$-320,$-728,$-2,$-199
2016-12-31,$206,$311,$232,$543,$69,$-2,$-113,$462,$374,"$1,123","$-1,242",-,$-152,-,$-36,$-36,$197,"$-1,233",$497,$453,$950,$13,$13,$-193,$-8,$762,$652,$-3,$-193
2016-09-30,$497,$306,$187,$493,$-239,$-14,$163,$-202,$-285,$705,$-622,-,$930,-,$-961,$-961,$-78,$-731,$-401,$-107,$-508,$11,$11,$-192,$-1,$-690,$-712,$-3,$-192
2016-06-30,$232,$302,$-47,$255,$131,$21,$63,$461,$620,"$1,107",$-913,-,"$-1,171",-,$168,$168,$48,"$-1,868","$1,542",$-491,"$1,051",$714,$714,$-193,$-12,"$1,560",$801,$-2,$-193
2016-03-31,$310,$297,$208,$505,$-30,$8,$-84,$-379,$-291,$524,$-857,-,-,-,$-247,$-247,$-14,"$-1,118",$217,$-330,$-113,$15,$15,$-185,$-4,$-287,$-883,$-2,$-185
2015-12-31,$176,$290,$182,$472,$178,$-10,$-162,$595,$430,"$1,078",$-913,-,$286,-,$-299,$-299,$-44,$-970,$554,$369,$923,$10,$10,$-173,$-13,$747,$853,$-2,$-173
2015-09-30,$428,$285,$288,$573,$-117,$-16,$241,$-416,$-288,$713,$-903,-,$-34,-,-,-,$-25,$-962,$-100,$-85,$-185,$-2,$-2,$-180,-,$-367,$-618,$-1,$-180
