,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$-8,885","$2,370","$-1,292","$1,078",$538,-,-,"$1,305","$1,217","$-2,863",$-48,-,-,"$1,105",$358,"$1,463",$281,"$1,696",$-301,-,$-301,"$1,443","$1,443",-,$127,"$1,269",$102,$91,-
2020-09-30,-,-,-,-,-,-,-,-,-,"$-2,604",$-474,-,-,"$1,322",$69,"$1,391",$6,$923,"$1,559",-,"$1,559",-,-,-,$-48,"$1,511",$-170,-,-
2020-06-30,-,-,-,-,-,-,-,-,-,$-908,$-275,-,-,"$-6,222",$-386,"$-6,608",$84,"$-6,799","$6,215",-,"$6,215","$1,525","$1,525",-,$-52,"$7,688",$-19,-,-
2020-03-31,-,-,-,-,-,-,-,-,-,$-168,$-810,-,-,$417,-,$417,$231,$-162,$772,-,$772,$-171,$-171,$-43,$-32,$526,$196,-,$-43
2019-12-31,"$1,686","$2,318",$740,"$3,058",$73,-,-,"$-1,267",$-867,$600,"$-1,127",-,-,"$1,311",$2,"$1,313",$453,$639,$-945,-,$-945,$-272,$-272,$-43,$-12,"$-1,272",$-33,$94,$-43
2019-09-30,-,-,-,-,-,-,-,-,-,$828,$-783,-,-,$236,-,$236,$78,$-469,$-93,-,$-93,$-200,$-200,$-45,$-28,$-366,$-7,-,$-45
2019-06-30,-,-,-,-,-,-,-,-,-,$736,"$-1,006",-,-,"$-1,071",$-2,"$-1,073",$146,"$-1,933","$1,257",-,"$1,257",$-17,$-17,$-44,$-17,"$1,179",$-18,-,$-44
2019-03-31,-,-,-,-,-,-,-,-,-,"$1,651","$-1,298",-,-,$481,-,$481,$337,$-480,$-449,-,$-449,$-608,$-608,$-46,$-6,"$-1,109",$62,-,$-46
2018-12-31,"$1,412","$2,159",$625,"$2,784",$222,-,-,$-641,$-566,$716,"$-1,758",-,-,$67,$207,$274,"$1,094",$-390,$-296,-,$-296,-,-,$-46,$-12,$-354,$-28,$86,$-46
2018-09-30,-,-,-,-,-,-,-,-,-,$-77,$-403,-,-,$-140,-,$-140,$-5,$-548,$701,-,$701,-,-,$-46,$-21,$634,$9,-,$-46
2018-06-30,-,-,-,-,-,-,-,-,-,"$1,094",$-716,-,-,$637,-,$637,-,$-79,$-660,-,$-660,$-376,$-376,$-46,$-28,"$-1,110",$-95,-,$-46
2018-03-31,-,-,-,-,-,-,-,-,-,"$1,800",$-757,-,-,$-199,-,$-199,-,$-956,$-332,-,$-332,$-461,$-461,$-48,$-1,$-842,$2,-,$-48
2017-12-31,"$1,282","$2,017","$2,308","$4,325",$-190,-,-,$-830,$-721,$437,"$-2,145",-,-,$735,-,$735,$853,$-557,$379,-,$379,$-243,$-243,$-48,$-13,$75,$-45,$90,$-48
2017-09-30,-,-,-,-,-,-,-,-,-,$369,$-851,-,-,"$1,239",$-203,"$1,036",-,$185,$-177,-,$-177,$-359,$-359,$-48,$-15,$-599,$-45,-,$-48
2017-06-30,-,-,-,-,-,-,-,-,-,"$1,688","$-1,199",-,-,$-195,-,$-195,-,"$-1,394",$311,-,$311,$-529,$-529,$-51,$-3,$-272,$22,-,$-51
2017-03-31,-,-,-,-,-,-,-,-,-,"$2,250","$-1,682",-,-,$-188,-,$-188,-,"$-1,870",$213,-,$213,$-484,$-484,$-51,$-27,$-349,$31,-,$-51
2016-12-31,"$2,584","$1,699","$1,858","$3,557",$-160,-,-,$254,$401,$627,"$-1,395",-,-,$335,-,$335,-,"$-1,060","$1,016",-,"$1,016",$-569,$-569,$-52,$-25,$370,$-63,$100,$-52
2016-09-30,-,-,-,-,-,-,-,-,-,"$1,064","$-1,180",-,-,$309,-,$309,-,$-871,$499,-,$499,$-695,$-695,$-53,$-9,$-258,$-65,-,$-53
2016-06-30,-,-,-,-,-,-,-,-,-,"$2,213","$-1,478",-,-,$-179,-,$-179,-,"$-1,657","$1,169",-,"$1,169","$-1,711","$-1,711",$-58,$-5,$-605,$-49,-,$-58
2016-03-31,-,-,-,-,-,-,-,-,-,"$2,620","$-1,553",-,-,$-561,-,$-561,-,"$-2,114","$1,190",-,"$1,190","$-1,525","$-1,525",$-61,$-5,$-401,$105,-,$-61
2015-12-31,"$7,610","$1,487","$-2,650","$-1,163",$352,-,-,$-711,$-186,$228,"$-1,518",-,-,"$1,956",-,"$1,956",-,$438,$214,-,$214,"$-1,435","$-1,435",$-72,$1,"$-1,292",$-626,$284,$-72
2015-09-30,-,-,-,-,-,-,-,-,-,"$1,180","$-1,481",-,-,"$3,528","$-3,384",$144,-,"$-1,337","$1,753",-,"$1,753","$-1,480","$-1,480",$-66,$14,$221,$64,-,$-66
2015-06-30,-,-,-,-,-,-,-,-,-,"$2,347","$-1,712",-,-,"$-3,217","$3,436",$219,-,"$-1,493",$-131,-,$-131,$-750,$-750,$-70,$1,$-950,$-96,-,$-70
2015-03-31,-,-,-,-,-,-,-,-,-,"$2,494","$-1,405",-,-,"$-1,797",-,"$-1,797",-,"$-3,202","$1,020",-,"$1,020",$-181,$-181,$-70,$-7,$762,$54,-,$-70
2014-12-31,"$2,882","$1,342",$539,"$1,881",$-160,-,-,"$-1,636","$-1,686",$804,"$-1,296",-,-,$510,-,$510,-,$-786,$543,-,$543,$-906,$-906,$-72,$233,$-202,$-184,$304,$-72
2014-09-30,-,-,-,-,-,-,-,-,-,$-361,"$-1,313",-,-,"$1,535",-,"$1,535",-,$222,$238,-,$238,$-127,$-127,$-72,$68,$107,$-32,-,$-72
2014-06-30,-,-,-,-,-,-,-,-,-,"$1,381","$-1,625",-,-,$221,-,$221,-,"$-1,404",$-334,-,$-334,$56,$56,-,$252,$-26,$-49,-,-
2014-03-31,-,-,-,-,-,-,-,-,-,"$1,256","$-1,044",-,-,$-206,-,$-206,$307,$-943,$-277,-,$-277,$-75,$-75,-,$158,$-194,$119,-,-
2013-12-31,"$-1,834","$1,020","$1,949","$2,969",$-93,-,-,$-362,$-384,"$-1,212",$-613,-,$206,"$1,685",-,"$1,685",-,"$1,278",$178,-,$178,-,-,-,$179,$357,$423,$39,-
2013-09-30,-,-,-,-,-,-,-,-,-,$17,$-595,-,-,$-512,-,$-512,-,"$-1,107",$897,-,$897,-,-,-,$306,"$1,203",$113,-,-
2013-06-30,-,-,-,-,-,-,-,-,-,"$1,170",$-919,-,-,"$-1,978",-,"$-1,978",-,"$-2,897","$1,366",-,"$1,366",-,-,-,$359,"$1,725",$-2,-,-
2013-03-31,-,-,-,-,-,-,-,-,-,$700,$-859,-,-,$-229,-,$-229,-,"$-1,088",$-233,-,$-233,-,-,-,$747,$514,$126,-,-
2012-12-31,"$-1,876","$1,001","$2,028","$3,029",$-222,-,-,$-117,$110,$-282,$-670,-,-,$303,-,$303,-,$-367,$-29,-,$-29,-,-,-,$650,$621,$-28,$29,-
2012-09-30,-,-,-,-,-,-,-,-,-,$-155,$-419,-,-,$815,-,$815,-,$396,$-389,-,$-389,-,-,-,$285,$-104,$137,-,-
