,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-03-31,"$5,378","$4,174",$752,"$4,926",-,-,-,$-41,$-41,"$9,694","$-4,494","$-44,783",$-408,-,-,-,$32,"$-49,653","$31,349",-,"$31,349",-,-,"$-2,601",$-792,"$27,956","$-12,003",-,"$-2,601"
2020-12-31,"$4,718","$4,197","$1,300","$5,497",$189,$-369,$-966,$-143,"$-1,289","$9,296","$-4,024",$-139,$-13,-,-,-,$-867,"$-5,043","$13,022",-,"$13,022",-,-,"$-2,596","$-1,364","$9,062","$13,315",-,"$-2,596"
2020-09-30,"$4,504","$4,192","$1,839","$6,031",-,-,-,"$-1,952","$-1,952","$8,920","$-4,318",$-186,$-108,-,-,-,"$-1,733","$-6,345","$2,243",-,"$2,243",-,-,"$-2,546","$-1,202","$-1,505","$1,070",-,"$-2,546"
2020-06-30,"$4,839","$4,181",$234,"$4,415",-,-,-,"$4,505","$4,505","$14,728","$-4,576","$-1,591",$-399,-,-,-,"$1,422","$-5,144","$-5,759",-,"$-5,759",-,-,"$-2,543",$-493,"$-8,795",$789,-,"$-2,543"
2020-03-31,"$4,287","$4,150",$491,"$4,641",-,-,-,"$-1,208","$-1,208","$8,824","$-5,274",$-210,-,-,-,-,"$-1,496","$-6,980","$4,763",-,"$4,763",-,-,"$-2,547",$347,"$2,563","$4,407",-,"$-2,547"
2019-12-31,"$5,217","$4,105",$542,"$4,647","$-1,471",$-76,"$-2,359","$1,095","$-2,811","$8,998","$-5,607",$-599,$1,-,-,-,$781,"$-5,424",$186,-,$186,-,-,"$-2,542","$-1,507","$-3,863",$-289,-,"$-2,542"
2019-09-30,"$5,337","$4,114","$1,172","$5,286",-,-,-,$691,$691,"$10,912","$-4,365",$-100,$26,-,-,-,$871,"$-3,568","$-3,189",-,"$-3,189",-,-,"$-2,493",$-576,"$-6,258","$1,086",-,"$-2,493"
2019-06-30,"$4,074","$4,232",$478,"$4,710",-,-,-,"$-1,891","$-1,891","$8,755","$-3,699",$-95,$-3,-,-,-,$11,"$-3,786","$-1,700",-,"$-1,700",-,-,"$-2,492","$-1,194","$-5,386",$-417,-,"$-2,492"
2019-03-31,"$5,160","$4,231",$304,"$4,535",-,-,-,"$-2,702","$-2,702","$7,081","$-4,268",$-104,$-25,-,-,-,$-406,"$-4,803",$-528,-,$-528,-,-,"$-2,489",$360,"$-2,657",$-379,-,"$-2,489"
2018-12-31,"$2,065","$4,352","$1,407","$5,759","$-2,667",$-324,"$1,777","$1,981",$767,"$8,095","$-4,632",$-122,$-191,-,-,-,$147,"$-4,798",$-238,-,$-238,-,-,"$-2,489",$-229,"$-2,956",$341,-,"$-2,489"
