,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$435,"$2,108",$-643,"$1,465",$-498,$-18,$390,"$-1,932","$-1,887",$13,"$-2,442",-,-,"$-3,370","$3,315",$-55,"$1,273","$-1,224",$-531,$850,$319,$-17,$-17,$-373,$-32,$-103,"$-1,314",-,$-373
2020-09-30,$569,"$1,678",$470,"$2,148",$-123,$-53,$279,"$-1,361","$-1,175","$1,542","$-1,787",-,"$-1,102",$882,$-898,$-16,"$2,512",$-393,"$-1,034",$62,$-972,$16,$16,$-373,$-20,"$-1,349",$-200,-,$-373
2020-06-30,$574,"$1,363",$702,"$2,065",$518,$-95,$178,"$-1,582","$-1,039","$1,600","$-1,757",-,"$1,102","$2,488","$-2,489",$-1,$12,$-644,"$1,012",$-860,$152,$16,$16,$-373,$-63,$-268,$688,-,$-373
2020-03-31,$376,"$1,378",$24,"$1,402",$800,$81,$-976,$-547,$-698,"$1,080","$-2,016",-,-,-,$-51,$-51,$-8,"$-2,075","$1,620",$609,"$2,229",$30,$30,$-373,$-21,"$1,865",$870,-,$-373
2019-12-31,$808,"$1,387",$367,"$1,754",$-688,$7,$246,$-660,"$-1,302","$1,260","$-1,953",-,$-41,"$-8,443","$8,401",$-42,$-9,"$-2,045",$-268,$351,$83,$18,$18,$-353,$-19,$-271,"$-1,056",-,$-353
2019-09-30,$760,"$1,471",$420,"$1,891",$-173,$-113,$253,$-109,$-150,"$2,501","$-1,684",-,-,"$1,523","$-1,590",$-67,$-5,"$-1,756",$656,$-40,$616,$19,$19,$-351,$-29,$255,"$1,000",-,$-351
2019-06-30,$494,"$1,462",$524,"$1,986",$539,$-109,$-160,$-906,$-626,"$1,854","$-1,693",-,-,"$6,920","$-6,894",$26,$-6,"$-1,673",$226,$-195,$31,$24,$24,$-352,$-20,$-317,$-136,-,$-352
2019-03-31,$966,"$1,460",$-284,"$1,176",$79,$128,$-764,$-682,"$-1,098","$1,044","$-1,865",-,-,-,$47,$47,$32,"$-1,786",$50,$540,$590,$51,$51,$-352,$-14,$275,$-467,-,$-352
2018-12-31,$100,"$1,460",$673,"$2,133",$-398,$-13,$467,$-494,$-264,"$1,969","$-2,096",-,$-97,-,$-61,$-61,$29,"$-2,225",$145,$-120,$25,$38,$38,$-333,$-14,$-284,$-540,-,$-333
2018-09-30,$800,"$1,511",$252,"$1,763",$-62,$-84,$426,$-74,$243,"$2,806","$-1,689",-,-,-,$-72,$-72,$-2,"$-1,763","$1,005",$-418,$587,$40,$40,$-333,$-44,$250,"$1,293",-,$-333
2018-06-30,$543,"$1,499",$192,"$1,691",$-238,$-107,$109,$326,$133,"$2,367","$-1,917",-,$-57,-,$-43,$-43,$28,"$-1,989",$290,$-401,$-111,$15,$15,$-333,$-20,$-449,$-71,-,$-333
2018-03-31,$636,"$1,501",$497,"$1,998",$133,$167,$-451,"$-1,067","$-1,132","$1,502","$-1,801",-,-,-,$-59,$-59,$3,"$-1,857",$-111,$726,$615,$12,$12,$-333,$-30,$264,$-91,-,$-333
2017-12-31,"$1,941",$940,$-504,$436,$-654,$15,$203,$-266,$-570,"$1,807","$-2,028",-,-,-,$-72,$-72,$-128,"$-2,228",$92,$219,$311,$89,$89,$-315,$-19,$66,$-355,-,$-315
2017-09-30,$862,"$1,451",$286,"$1,737",$-117,$-64,$219,$32,$179,"$2,778","$-1,703",-,$4,-,$-70,$-70,$7,"$-1,762",$706,"$-1,047",$-341,$18,$18,$-314,$355,$-282,$734,-,$-314
2017-06-30,$95,"$1,752",$298,"$2,050",$10,$-132,$-82,$-128,$-324,"$1,821","$-1,647",-,-,-,$-60,$-60,$9,"$-1,698",$-766,$-293,"$-1,059","$1,181","$1,181",$-304,$-19,$-201,$-78,-,$-304
2017-03-31,$971,"$1,284",$-55,"$1,229",$291,$109,$-728,$-848,"$-1,126","$1,074","$-1,987",-,$-212,-,$-66,$-66,$-18,"$-2,283",$698,$781,"$1,479",$12,$12,$-303,$-4,"$1,184",$-25,-,$-303
2016-12-31,$240,"$1,567",$201,"$1,768",$-136,$-14,$475,"$-1,284",$-910,"$1,098","$-2,173",-,$-27,-,$-63,$-63,$32,"$-2,231",$-734,$696,$-38,$19,$19,$-293,$252,$-60,"$-1,193",-,$-293
2016-09-30,$526,"$1,374",$580,"$1,954",$-382,$-68,$659,$64,$330,"$2,810","$-1,875",-,$-254,-,$-62,$-62,$-151,"$-2,342",$557,$-352,$205,$19,$-171,$-291,$39,$-218,$250,-,$-291
2016-06-30,$307,"$1,572",$478,"$2,050",$-31,$-53,$208,$176,$723,"$3,080","$-2,242",-,$3,-,$-60,$-60,$-30,"$-2,329","$2,922","$-2,689",$233,$8,$8,$-295,$-10,$-64,$687,-,$-295
2016-03-31,$123,"$1,063",$879,"$1,942",$117,$142,$-571,$-327,$-592,"$1,473","$-2,202",-,"$-6,645",$360,$-57,$303,$-4,"$-8,548",$35,"$1,770","$1,805",$9,$9,$-287,$6,"$1,533","$-5,542",-,$-287
2015-12-31,$291,"$1,093",$637,"$1,730",$65,$-61,$-6,$126,$-79,"$1,942","$-2,179",-,$-12,-,$-66,$-66,$124,"$-2,133",$-142,$-150,$-292,$8,$8,$-286,$-2,$-572,$-763,-,$-286
2015-09-30,$587,$949,$697,"$1,646",$-78,$-94,$425,$-834,$-528,"$1,705","$-1,983",-,-,-,$-63,$-63,$-97,"$-2,143",$-35,$136,$101,"$1,876","$1,876",$-282,$-6,"$1,689","$1,251",-,$-282
2015-06-30,$634,"$1,033",$-61,$972,$523,$-132,$-72,$481,$873,"$2,479","$-1,673",-,$-13,-,$-57,$-57,$-52,"$-1,795","$3,573",$235,"$3,808",$8,$8,$-268,$-43,"$3,505","$4,189",-,$-268
2015-03-31,$738,$948,$334,"$1,282",$-270,$291,$-468,$-257,$-530,"$1,490","$-1,642",-,$-15,-,$-66,$-66,$-28,"$-1,751",$626,$-141,$485,$8,$8,$-269,$-16,$208,$-53,-,$-269
