,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$130,$675,$215,$890,$16,$22,$70,$9,$94,"$1,114",$-307,-,-,-,$-175,$-175,$6,$-476,$-4,$-40,$-44,-,-,$-670,$148,$-566,$72,$-39,$-670
2020-09-30,$323,$215,$374,$589,$-103,$-24,$-313,$30,$-460,$452,$-339,-,-,-,$-84,$-84,$11,$-412,$-608,$40,$-568,$3,$3,$-387,$-151,"$-1,103","$-1,063",$39,$-387
2020-06-30,$315,$445,$164,$609,$18,$-28,$391,$-76,$219,"$1,143",$-320,-,-,-,$-36,$-36,$15,$-341,$486,-,$486,-,-,$-540,$-15,$-69,$733,-,$-540
2020-03-31,$-570,$625,$908,"$1,533",$67,$19,$-155,$43,$-176,$787,$-309,-,-,-,$-30,$-30,$10,$-329,$184,-,$184,$6,$6,$-529,$-8,$-347,$111,-,$-529
2019-12-31,$-66,$496,$567,"$1,063",$-125,$-2,$30,$14,$-6,$991,$-412,-,$-2,-,$-92,$-92,$23,$-483,$26,$4,$30,-,-,$-584,$88,$-466,$42,$-44,$-584
2019-09-30,$242,$405,$282,$687,$10,$3,$22,$-112,$-71,$858,$-803,-,$-1,-,$-119,$-119,$3,$-920,$-20,-,$-20,$4,$4,$-393,$-88,$-497,$-559,$44,$-393
2019-06-30,$324,$440,$127,$567,$52,$3,$-59,$-30,$178,"$1,069",$-508,-,-,-,$342,$342,-,$-166,$8,"$-1,018","$-1,010",-,-,$-488,"$1,358",$-140,$763,-,$-488
2019-03-31,$214,$430,$241,$671,$97,$1,$-39,$-27,$-110,$775,$-426,-,$-727,-,$-99,$-99,$-6,"$-1,258",$-156,"$1,014",$858,$6,$6,$-501,$-5,$358,$-125,-,$-501
2018-12-31,$-546,$447,$988,"$1,435",$-111,$23,$-17,$93,$73,$962,$-602,-,"$1,296",-,$-329,$-329,$-107,$258,$178,$-821,$-643,-,-,$-451,-,"$-1,094",$126,-,$-451
2018-09-30,$200,$468,$263,$731,$-46,$-6,$-6,$-72,$-185,$746,$-774,-,-,-,$-712,$-712,$172,"$-1,314",$126,$821,$947,$4,$4,$-607,$-9,$335,$-233,$-30,$-607
2018-06-30,$269,$420,$187,$607,$-117,$7,$127,$-161,$15,$891,$-929,-,-,-,$-70,$-70,$128,$-871,$-570,-,$-570,$1,$1,$-473,$5,"$-1,037","$-1,017",$30,$-473
2018-03-31,$270,$445,$131,$576,$238,$-40,$-197,$13,$-152,$694,$-958,-,-,-,$-21,$-21,$181,$-798,$988,-,$988,$10,$10,$-446,$-55,$497,$393,-,$-446
2017-12-31,"$1,622",$445,"$-1,216",$-771,$-206,$31,$71,$42,$7,$858,$-713,-,$11,-,$-29,$-29,$169,$-562,$-130,-,$-130,$1,$1,$-434,$-6,$-569,$-273,-,$-434
2017-09-30,$125,$450,$203,$653,$-83,$7,$18,$-31,$-73,$705,$-657,-,"$2,056",-,$-24,$-24,$55,"$1,430","$-2,395",-,"$-2,395",$5,$5,$-437,$-54,"$-2,881",$-746,-,$-437
2017-06-30,$193,$456,$170,$626,$172,-,$-3,$-145,$-20,$799,$-557,-,-,-,$-27,$-27,$59,$-525,"$1,463",-,"$1,463",$3,$3,$-453,$-8,"$1,005","$1,279",-,$-453
2017-03-31,$569,$463,$-158,$305,$29,$-30,$32,$-45,$-147,$727,$-513,-,-,-,$148,$148,$122,$-243,"$-1,530",$-93,"$-1,623","$2,122","$2,122",$-490,$-24,$-15,$469,-,$-490
2016-12-31,$37,$455,$735,"$1,190",$-90,$-18,$41,$515,$831,"$2,058",$-473,-,$308,-,$-11,$-11,$-315,$-491,"$-1,305",$90,"$-1,215",$1,$1,$-375,$115,"$-1,474",$93,-,$-375
2016-09-30,$131,$456,$132,$588,$-118,$-4,$-19,$-102,$-91,$628,$-510,-,$712,-,$-10,$-10,$154,$346,$-460,$-195,$-655,$2,$2,$-387,$-6,"$-1,046",$-58,-,$-387
2016-06-30,$-505,$459,$659,"$1,118",$-8,$13,$36,$-86,$73,$686,$-549,-,-,-,$-59,$-59,$208,$-400,$357,$61,$418,-,-,$-723,$4,$-301,$-29,-,$-723
2016-03-31,$-13,$466,$114,$580,$298,$-16,$-23,$98,$216,$783,$-489,-,-,-,$-63,$-63,$206,$-346,$697,$-365,$332,$6,$6,$-716,$5,$-373,$64,-,$-716
2015-12-31,"$-1,337","$1,484",$782,"$2,266",$-335,$29,$49,$-120,$-307,$622,$-742,-,-,-,$-66,$-66,$216,$-592,"$1,686","$-1,033",$653,-,-,$-718,$10,$-55,$-25,$82,$-718
2015-09-30,$-173,$451,$399,$850,$24,$12,$-89,$-12,$-74,$603,$-774,-,-,-,$-46,$-46,$115,$-705,$524,$-215,$309,$6,$6,$-722,$430,$23,$-79,-,$-722
2015-06-30,$183,$451,$110,$561,$50,$32,$27,$-138,$70,$814,$-816,-,$-112,-,$-400,$-400,$82,"$-1,246",$-809,"$1,741",$932,$11,$11,$-676,$28,$295,$-137,-,$-676
2015-03-31,$13,$450,$28,$478,$300,$32,$-75,$27,$178,$669,$-832,-,-,-,$-83,$-83,$159,$-756,"$1,607",$-799,$808,$10,$10,$-662,$32,$188,$101,-,$-662
2014-12-31,$308,$396,$267,$663,$-170,$53,$-68,$302,$40,"$1,011","$-1,089",-,-,-,$-137,$-137,$79,"$-1,147",$223,$533,$756,$2,$2,$-757,$73,$74,$-62,-,$-757
2014-09-30,"$1,708",$382,"$-1,511","$-1,129",$-123,$-8,$94,$-11,$-234,$345,"$-1,097",-,$37,-,$-99,$-99,$85,"$-1,074",$335,$265,$600,$6,$6,$-632,$197,$171,$-558,-,$-632
