,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$780,$617,$483,"$1,100",$-31,$105,$694,$-499,$192,"$2,072",$-402,-,$12,$-112,$-38,$-150,$14,$-526,$-435,$-666,"$-1,101",$119,$119,$-560,-,"$-1,542",$47,-,$-560
2020-09-30,$671,$593,$316,$909,$297,$6,$59,$-276,$154,"$1,734",$-325,-,-,$295,$-99,$196,$-87,$-216,"$1,099","$-1,661",$-562,$120,$120,$-558,-,"$-1,000",$528,-,$-558
2020-06-30,$459,$608,$210,$818,$676,$396,$-745,$-131,$114,"$1,391",$-284,-,$13,$-111,$-120,$-231,$-28,$-530,"$1,855",$-437,"$1,418",$-74,$-74,$-558,-,$786,"$1,661",-,$-558
2020-03-31,"$1,093",$614,$300,$914,$500,$-541,$90,$-107,$-877,"$1,130",$-332,-,-,$231,$-147,$84,$35,$-213,$-325,$-40,$-365,"$-1,066","$-1,066",$-567,$-1,"$-1,999","$-1,162",-,$-567
2019-12-31,"$1,097",$644,$557,"$1,201",$-256,$950,$-356,$-361,$136,"$2,434",$-472,-,$38,$-233,$80,$-153,$13,$-574,"$-1,221",$868,$-353,$-585,$-585,$-568,$-1,"$-1,507",$356,-,$-568
2019-09-30,"$1,494",$645,$208,$853,$593,$-189,$-803,"$-1,263","$-1,578",$769,$-241,-,$3,$34,$-74,$-40,$3,$-275,"$2,326",$-570,"$1,756","$-1,158","$-1,158",$-578,-,$20,$477,-,$-578
2019-06-30,"$1,619",$647,$329,$976,$-16,$326,$-221,$-318,$-7,"$2,588",$-465,-,-,$-407,$-24,$-431,$-2,$-898,$341,$86,$427,"$-1,310","$-1,310",$-492,$-1,"$-1,376",$301,-,$-492
2019-03-31,"$1,884",$641,$77,$718,$-150,$-813,$355,$177,"$-1,481","$1,121",$-338,-,-,$247,$-52,$195,$-38,$-181,$98,$-522,$-424,$-756,$-756,$-494,$-1,"$-1,675",$-732,-,$-494
2018-12-31,"$1,049",$701,"$1,091","$1,792",$-894,$243,$213,$-709,$-758,"$2,083",$-583,-,$2,$-161,$-45,$-206,$-11,$-798,$-353,"$1,227",$874,"$-1,777","$-1,777",$-507,$-22,"$-1,432",$-156,-,$-507
2018-09-30,"$1,727",$698,$184,$882,$-22,$-614,$-49,$-881,"$-1,217","$1,392",$-408,-,$2,$-30,$87,$57,$3,$-346,"$1,560","$-1,952",$-392,$-714,$-714,$-511,$-28,"$-1,645",$-648,-,$-511
2018-06-30,"$1,705",$686,$298,$984,$-377,$-405,$59,$-63,$-541,"$2,148",$-490,-,-,$-733,$-50,$-783,$5,"$-1,268",$739,$336,"$1,075",$-643,$-643,$-466,$-1,$-35,$767,-,$-466
2018-03-31,"$1,667",$681,$148,$829,$-326,$-803,$486,$126,"$-1,561",$935,$-499,-,$12,$119,$-448,$-329,$16,$-800,$-868,"$1,151",$283,$-351,$-351,$-467,$-3,$-538,$-393,-,$-467
2017-12-31,"$-1,299",$724,"$1,668","$2,392",$-696,$194,$107,$-436,$-552,$541,$-399,-,$7,$-192,$35,$-157,$16,$-533,$-435,$-655,"$-1,090",$213,$213,$-464,$-2,"$-1,343","$-1,337",-,$-464
2017-09-30,"$1,061",$723,$106,$829,$-13,$-801,$258,$-284,$-649,"$1,241",$-212,-,$2,$57,$-169,$-112,$48,$-274,$470,"$-1,898","$-1,428",$270,$270,$-461,$-1,"$-1,620",$-626,-,$-461
2017-06-30,$803,$720,$188,$908,$-89,$-244,$381,$223,$671,"$2,382",$-286,-,$91,$160,$-47,$113,$16,$-66,$-97,"$-1,123","$-1,220",$102,$102,$-454,-,"$-1,572",$748,-,$-454
2017-03-31,$194,$710,$302,"$1,012",$-353,$-444,$732,$-91,$336,"$1,542",$-275,-,-,$167,$6,$173,$9,$-93,$737,$618,"$1,355",$-19,$-19,$-452,$-6,$878,"$2,336",-,$-452
2016-12-31,"$-1,167",$779,"$1,368","$2,147",$-299,$778,$-37,$271,$684,"$1,664",$-401,-,-,$45,$219,$264,$-25,$-162,$-281,$251,$-30,$31,$31,$-451,-,$-450,"$1,035",-,$-451
2016-09-30,$283,$761,$272,"$1,033",$555,$26,$-371,$-217,$-145,"$1,171",$-406,-,-,$247,$-21,$226,$19,$-161,$-682,$-502,"$-1,184",$-7,$-7,$-450,$-8,"$-1,649",$-651,-,$-450
2016-06-30,$553,$754,$99,$853,$559,$379,$-3,$-104,$908,"$2,314",$-655,-,-,$-178,$-61,$-239,$9,$-885,$5,$-95,$-90,$-2,$-2,$-450,$1,$-541,$878,-,$-450
2016-03-31,$272,$740,$269,"$1,009",$14,$-74,$211,$-123,$-791,$490,$-567,-,-,$43,$-25,$18,$-23,$-572,$-495,$486,$-9,$-45,$-45,$-448,$-1,$-503,$-574,-,$-448
2015-12-31,$-90,$774,$2,$776,$150,"$1,434",$-272,$-304,"$1,149","$1,835",$-777,-,$4,$-397,$-336,$-733,$-38,"$-1,544",$-470,"$1,100",$630,$-1,$-1,$-448,$-20,$161,$414,-,$-448
2015-09-30,$562,$758,$181,$939,$231,$508,$-567,$-310,$5,"$1,506",$-620,-,$6,$-123,$-144,$-267,$-1,$-882,$-292,$-50,$-342,"$-1,499","$-1,499",$-463,$2,"$-2,302","$-1,775",-,$-463
2015-06-30,$803,$761,$230,$991,$377,$421,$-554,$-70,$294,"$2,088",$-445,-,$1,$-188,$-38,$-226,$-37,$-707,"$-1,608","$1,022",$-586,$-124,$-124,$-422,$1,"$-1,131",$258,-,$-422
2015-03-31,"$1,248",$753,$-88,$665,$6,$-89,$228,$204,$-643,"$1,270",$-659,-,$167,$162,$-16,$146,$-38,$-384,$-790,$950,$160,$-368,$-368,$-424,$10,$-622,$222,-,$-424
2014-12-31,$-480,$795,"$1,813","$2,608",$-230,$960,$-296,$-978,$-257,"$1,871",$-774,-,$3,$-214,$395,$181,$-34,$-624,$191,$252,$443,$21,$21,$-423,$22,$63,"$1,259",-,$-423
2014-09-30,"$1,021",$798,$87,$885,$142,$-420,$80,$30,$146,"$2,052",$-608,-,$57,$-109,$26,$-83,$13,$-621,$603,$-958,$-355,"$-2,476","$-2,476",$-440,$31,"$-3,240","$-1,845",-,$-440
2014-06-30,"$1,002",$789,$125,$914,$288,$-169,$35,$-248,$321,"$2,237",$-538,-,$126,$-538,$-471,"$-1,009",$-13,"$-1,434","$1,237",$805,"$2,042",$102,$102,$-374,$62,"$1,832","$2,582",-,$-374
2014-03-31,$925,$781,$115,$896,$-37,$-270,$403,$105,$76,"$1,897",$-555,-,$13,$-399,$5,$-394,$-12,$-948,$-630,$944,$314,"$-1,646","$-1,646",$-383,$64,"$-1,651",$-736,-,$-383
2013-12-31,"$1,006",$824,$105,$929,$-157,$747,$-23,$-262,$645,"$2,580","$-1,032",-,$197,$-196,$60,$-136,$3,$-968,$229,"$-1,805","$-1,576",$51,$51,$-381,$23,"$-1,883",$-276,-,$-381
2013-09-30,$950,$779,$141,$920,$761,$547,$-148,$6,"$1,148","$3,018",$-731,-,$68,$-532,$-122,$-654,$39,"$-1,278",$-654,$519,$-135,$-979,$-979,$-388,$6,"$-1,496",$247,-,$-388
2013-06-30,$965,$761,$138,$899,$22,"$1,056",$187,$-114,"$1,305","$3,169",$-783,-,$2,$-477,$-61,$-538,$-22,"$-1,341","$-1,234",$830,$-404,$-952,$-952,$-342,$21,"$-1,677",$128,-,$-342
2013-03-31,$882,$723,$98,$821,$209,$308,$118,$-51,$-279,"$1,424","$-1,056",-,$98,$-430,$-25,$-455,$-46,"$-1,459",$117,$387,$504,$8,$8,-,$33,$545,$492,-,-
2012-12-31,$700,"$1,323",$76,"$1,399",$-151,"$1,969","$-1,534",$-664,$-133,"$1,966","$-1,273",-,$190,$-724,$-116,$-840,$85,"$-1,838",$63,$300,$363,$11,$11,$-680,$21,$-285,$-199,-,$-680
2012-09-30,"$1,702",$720,$-208,$512,$99,$-179,$-633,$-317,$-974,"$1,240",$-934,-,$701,$-600,$-59,$-659,$44,$-848,$891,$-387,$504,$16,$16,$-339,$9,$190,$586,-,$-339
2012-06-30,"$1,709",$689,$-41,$648,$-113,$-901,$-218,$174,$-694,"$1,663",$-868,-,$308,$-943,$-465,"$-1,408",-,"$-1,968","$3,725",$-303,"$3,422",$18,$18,$-300,$-430,"$2,710","$2,239",-,$-300
2012-03-31,"$1,611",$661,$-18,$643,$150,"$-2,038",$517,$463,"$-1,939",$315,$-884,-,-,$-616,$-74,$-690,$38,"$-1,536",$289,$856,"$1,145",$7,$7,$-298,$137,$991,$-193,-,$-298
2011-12-31,"$1,562",$695,$-101,$594,"$-1,155",$-211,$247,$-60,$-714,"$1,442",$-993,-,$355,$-438,$-824,"$-1,262",$-77,"$-1,977",$-50,$729,$679,$13,$13,$-297,$12,$407,$-172,-,$-297
2011-09-30,"$1,154",$658,$221,$879,$-299,$-866,$252,$560,$188,"$2,221",$-694,-,-,$-273,"$-7,372","$-7,645",$75,"$-8,264",$-240,$-802,"$-1,042",$14,$14,$-297,$9,"$-1,316","$-7,486",-,$-297
2011-06-30,"$1,022",$599,$337,$936,$62,$-665,$692,$128,$571,"$2,529",$-425,-,-,$-196,$-63,$-259,$-68,$-752,"$5,674","$-1,424","$4,250",$38,$38,$-284,$34,"$4,038","$5,846",-,$-284
2011-03-31,"$1,243",$575,-,$575,$-17,"$-1,185",$364,$271,"$-1,053",$765,$-458,-,$21,$-13,$-14,$-27,$30,$-434,$-470,"$1,460",$990,$58,$58,$-281,$123,$890,"$1,277",-,$-281
