,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$217.678,$115.285,$64.587,$179.872,-,-,-,$-237.505,$-237.505,$157.069,$-456.809,-,-,-,$0.511,$0.511,$2.706,$-453.592,$597.39,-,$597.39,$220.009,$220.009,$-79.023,$-5.062,$733.314,$436.791,-,$-79.023
2020-09-30,$65.333,$123.289,$3.416,$126.705,$7.167,$18.188,$7.359,$-84.715,$-52.001,$142.513,$-530.003,-,-,-,$1.183,$1.183,$3.569,$-525.251,-,-,-,$271.678,$271.678,$-71.77,$-4.426,$195.482,$-187.256,$9.583,$-71.77
2020-06-30,$117.791,$107.104,$6.37,$113.474,-,-,-,$31.655,$31.655,$261.711,$-410.936,-,-,-,$0.439,$0.439,$1.467,$-409.03,$200,$-199.923,$0.077,$105.804,$105.804,$-70.597,-,$35.284,$-112.035,-,$-70.597
2020-03-31,$239.646,$105.916,$63.938,$169.854,-,-,-,$44.07,$44.07,$461.33,$-465.551,-,-,-,$0.471,$0.471,$2.078,$-463.002,-,$199.923,$199.923,$3.096,$3.096,$-70.52,-,$132.499,$130.827,-,$-70.52
2019-12-31,$178.673,$105.062,$46.726,$151.788,-,-,-,$-157.4,$-157.4,$172.445,$-529.186,-,-,-,$-1.602,$-1.602,$2.553,$-528.235,$799.45,$-464.915,$334.535,$263.272,$263.272,$-69.557,$-7.738,$520.512,$164.722,-,$-69.557
2019-09-30,$58.406,$110.383,$11.74,$122.123,$18.724,$35.594,$9.908,$-76.434,$-12.208,$159.841,$-494.278,-,-,-,$1.257,$1.257,$4.762,$-488.259,$-125,$389.973,$264.973,$105.567,$105.567,$-63.735,-,$306.805,$-21.613,$11.121,$-63.735
2019-06-30,$80.466,$97.7,$23.335,$121.035,-,-,-,$42.283,$42.283,$248.099,$-421.613,-,-,-,$-4.818,$-4.818,$-0.549,$-426.98,-,$74.942,$74.942,$103.43,$103.43,$-61.654,$-0.027,$116.691,$-62.19,-,$-61.654
2019-03-31,$214.888,$96.772,$56.546,$153.318,-,-,-,$28.836,$28.836,$396.145,$-361.182,-,$4,-,$1.74,$1.74,$2.314,$-353.128,$-1.773,-,$-1.773,$5.454,$5.454,$-61.606,$-94.936,$-152.861,$-109.844,-,$-61.606
2018-12-31,$157.646,$96.065,$40.339,$136.404,-,-,-,$-135.597,$-135.597,$164.684,$-416.404,-,-,-,$-0.963,$-0.963,$2.074,$-415.293,$596.994,$-575.78,$21.214,$498.975,$498.975,$-58.722,$-6.432,$455.035,$204.426,-,$-58.722
2018-09-30,$38.747,$100.522,$38.022,$138.544,$-29.208,$18.921,$-11.857,$-53.211,$-75.355,$89.366,$-379.119,-,-,-,$-0.468,$-0.468,$3.245,$-376.342,-,$331.003,$331.003,$3.713,$3.713,$-54.899,-,$279.817,$-7.159,$12.863,$-54.899
