,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$15,463","$2,761","$-2,032",$729,"$-4,008",$788,$33,"$1,879","$-3,676","$12,516","$-4,174",-,$-415,-,"$2,593","$2,593",$327,"$-1,669","$-3,250",-,"$-3,250","$-6,233","$-6,233","$-4,230",$79,"$-13,634","$-2,773","$1,566","$-4,230"
2020-09-30,"$13,893","$2,645","$-1,747",$898,"$8,843",$-808,$315,"$-2,823","$4,544","$19,335","$-4,907",-,$-481,-,"$2,100","$2,100","$-2,083","$-5,371",-,-,-,"$-6,198","$-6,198","$-3,856",$-235,"$-10,289","$3,629","$1,456","$-3,856"
2020-06-30,"$11,202","$3,504","$10,493","$13,997","$-9,355",$-251,"$3,026",$643,"$-6,526","$18,673","$-4,744",-,"$-1,650",-,"$3,173","$3,173","$-1,241","$-4,462",-,-,-,"$-5,451","$-5,451","$-3,865","$-2,946","$-12,262","$1,866","$1,349","$-3,865"
2020-03-31,"$10,752","$3,118",$448,"$3,566",$891,$181,$546,$803,"$3,186","$17,504","$-3,767",-,$-329,-,"$4,147","$4,147",-,$51,"$-3,000",-,"$-3,000","$-6,717","$-6,717","$-3,876","$-1,052","$-14,645","$2,846","$1,338","$-3,876"
2019-12-31,"$11,649","$3,203","$-1,852","$1,351","$-4,203",$799,$-7,"$1,562","$-2,320","$10,680","$-3,545",-,$-80,-,"$-2,411","$-2,411",-,"$-6,036",$-18,-,$-18,"$-4,972","$-4,972","$-3,886",$-39,"$-8,915","$-4,253","$1,340","$-3,886"
2019-09-30,"$10,678","$2,971","$-1,796","$1,175","$10,090",$-561,$-547,"$-3,681","$1,965","$13,818","$-3,385",-,$-462,-,"$2,071","$2,071",-,"$-1,776","$-2,500",-,"$-2,500","$-4,485","$-4,485","$-3,510",$286,"$-10,209","$1,761","$1,262","$-3,510"
2019-06-30,"$13,187","$2,924","$4,150","$7,074","$-10,070",$-113,"$1,264",$958,"$-4,153","$16,108","$-4,051",-,$-281,-,"$-2,925","$-2,925",-,"$-7,257","$-1,000",-,"$-1,000","$-4,325","$-4,325","$-3,521",$160,"$-8,686",$144,"$1,190","$-3,521"
2019-03-31,"$8,809","$2,926",$777,"$3,703",$460,$12,$-197,$457,"$1,008","$13,520","$-2,565",-,$-269,-,"$1,471","$1,471",-,"$-1,363",-,-,-,"$-4,479","$-4,479","$-3,526",$404,"$-7,601","$4,574","$1,172","$-3,526"
2018-12-31,"$8,420","$2,995","$-1,247","$1,748","$-2,396","$1,654",$-440,$-22,"$-1,268","$8,900","$-3,707",-,"$-1,593",-,"$1,100","$1,100",-,"$-4,200","$-3,000",-,"$-3,000","$-6,213","$-6,213","$-3,544",$-459,"$-13,216","$-8,499","$1,183","$-3,544"
2018-09-30,"$8,824","$2,837","$-1,821","$1,016","$9,194",$-956,$-395,"$-2,935","$3,817","$13,657","$-3,602",-,$-245,-,$894,$894,-,"$-2,953",-,-,-,"$-3,384","$-3,384","$-3,220",$-780,"$-7,384","$3,191","$1,107","$-3,220"
2018-06-30,"$8,873","$2,516","$6,758","$9,274","$-9,188",$-572,"$1,010","$1,118","$-6,729","$11,418","$-3,980",-,$-434,-,"$1,752","$1,752",$-8,"$-2,670",$-681,-,$-681,"$-2,107","$-2,107","$-3,226",$-25,"$-6,039","$2,725","$1,012","$-3,226"
2018-03-31,"$7,424","$2,710",$226,"$2,936","$1,285",$-75,$-393,$329,"$1,791","$12,151","$-2,934",-,$-248,-,"$7,045","$7,045",$-19,"$3,844","$-4,883","$-7,373","$-12,256","$-3,530","$-3,530","$-3,232",$-640,"$-19,658","$-3,638",$969,"$-3,232"
2017-12-31,"$-6,302","$2,536","$-3,068",$-532,"$-3,908","$1,205",$938,$500,"$14,709","$7,875","$-2,586",-,$-27,-,"$2,459","$2,459",$-177,$-331,$-98,"$3,759","$3,661","$-1,819","$-1,819","$-3,238",$-156,"$-1,552","$5,975",$986,"$-3,238"
2017-09-30,"$6,576","$2,499","$-1,409","$1,090","$7,949","$-1,023",$-407,"$-2,406","$4,774","$12,440","$-2,132",-,$-179,-,"$-4,699","$-4,699",$106,"$-6,904","$2,785","$-3,710",$-925,"$-2,263","$-2,263","$-3,003",$-150,"$-6,341",$-779,$973,"$-3,003"
2017-06-30,"$8,069","$2,343","$6,052","$8,395","$-7,029",$-199,$850,"$1,781","$-5,459","$11,005","$-2,283",-,$-358,-,"$-4,625","$-4,625",$-103,"$-7,369","$-1,617","$3,484","$1,867","$-1,544","$-1,544","$-3,009",$-15,"$-2,701",$950,$913,"$-3,009"
2017-03-31,"$5,486","$2,453",$-36,"$2,417","$1,415",$-16,$-425,$536,"$2,757","$10,660","$-1,695",-,$-802,-,"$-2,614","$-2,614","$-1,080","$-6,191",$336,"$-1,302",$-966,"$-1,883","$-1,883","$-3,012",$-375,"$-6,236","$-1,755",$883,"$-3,012"
2016-12-31,"$6,267","$2,166",$-957,"$1,209","$-2,789","$1,132",$99,"$-1,032","$-1,183","$6,293","$-1,988",-,"$-24,760",-,"$10,927","$10,927","$1,070","$-14,751","$12,951","$-3,755","$9,196","$-3,468","$-3,468","$-3,024",$312,"$3,016","$-5,460",$767,"$-3,024"
2016-09-30,"$5,667","$1,816",$-875,$941,"$7,187",$-867,$-443,$-936,"$4,941","$11,549","$-2,163",-,$-24,-,"$-16,199","$-16,199",$-84,"$-18,470","$24,752","$-3,390","$21,362","$-4,121","$-4,121","$-2,800",$-112,"$14,329","$7,418",$703,"$-2,800"
2016-06-30,"$6,863","$2,540","$4,520","$7,060","$-4,984",$192,$-17,$-352,"$-5,459","$8,464","$-2,655",-,$-63,-,"$-7,277","$-7,277",$-78,"$-10,073",$585,"$6,714","$7,299","$-3,504","$-3,504","$-2,821",$-3,$971,$-660,$664,"$-2,821"
2016-03-31,"$3,756","$1,707","$1,951","$3,658","$2,288",$241,$-129,$553,"$2,953","$10,367","$-2,308",-,$-559,-,"$-2,550","$-2,550",$-66,"$-5,483",$-875,"$2,622","$1,747","$-3,698","$-3,698","$-2,842",$-123,"$-4,916",$-15,$672,"$-2,842"
2015-12-31,"$5,018","$1,544","$1,102","$2,646","$-3,118","$1,104",$369,$-401,"$-2,046","$5,618","$-2,024",-,$-381,-,"$-1,208","$-1,208",$285,"$-3,328","$13,007","$-7,031","$5,976","$-3,561","$-3,561","$-2,868",$-65,$-518,"$1,754",$658,"$-2,868"
2015-09-30,"$4,902","$1,461",$-84,"$1,377","$6,376",$-937,$-135,"$-2,707","$2,597","$8,876","$-1,356",-,$-390,-,"$-3,382","$-3,382",$62,"$-5,066","$-1,629","$4,890","$3,261","$-4,538","$-4,538","$-2,475",$-178,"$-3,930",$-164,$674,"$-2,475"
2015-06-30,"$-3,195","$8,991","$4,860","$13,851","$-5,448",$-429,$-142,"$2,212","$-3,807","$6,849","$-1,781",-,$-626,-,"$-2,657","$-2,657",$-3,"$-5,067",-,"$3,259","$3,259","$-4,128","$-4,128","$-2,496",$-239,"$-3,604","$-1,819",$654,"$-2,496"
2015-03-31,"$4,985","$1,515",$317,"$1,832","$3,655",$-430,$-390,$473,"$3,308","$10,125","$-1,391",-,$-162,-,"$-3,594","$-3,594",$-334,"$-5,481","$10,680","$-6,575","$4,105","$-4,985","$-4,985","$-2,532",$-208,"$-3,620",$988,$641,"$-2,532"
