,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$227,$169,$42,$211,$-135,$-64,$66,$698,$649,"$1,087",$-430,-,-,-,-,-,-,$-430,$-2,$-17,$-19,$-6,$-6,$-49,$-7,$-81,$598,-,$-49
2020-09-30,$240,$160,$-36,$124,-,-,-,$213,$213,$577,$-236,-,$-69,-,-,-,$-5,$-310,$424,$-495,$-71,$13,$13,$-49,$-26,$-133,$130,-,$-49
2020-06-30,$92,$170,$118,$288,-,-,-,$96,$96,$476,$-234,-,-,-,-,-,$27,$-207,$-369,$-1,$-370,$6,$6,$-49,-,$-413,$-158,-,$-49
2020-03-31,$23,$169,$137,$306,-,-,-,"$-1,037","$-1,037",$-708,$-213,-,$-17,-,-,-,$-4,$-234,$-295,$493,$198,$-88,$-88,$-51,$-34,$25,$-995,-,$-51
2019-12-31,$130,$168,$-61,$107,$49,$-45,$72,$580,$655,$892,$-173,-,$210,-,-,-,$-10,$27,"$1,103",$-314,$789,$-347,$-347,$-49,$-21,$372,"$1,309",-,$-49
2019-09-30,$92,$169,$150,$319,-,-,-,$-8,$-8,$403,$-150,-,$-50,-,-,-,$15,$-185,$-245,$-22,$-267,$-210,$-210,$-50,$2,$-525,$-339,-,$-50
2019-06-30,$197,$171,$-58,$113,-,-,-,$72,$72,$382,$-121,-,-,-,-,-,$20,$-101,$178,$-7,$171,$-238,$-238,$-49,$-2,$-118,$164,-,$-49
2019-03-31,$117,$170,$71,$241,-,-,-,$-487,$-487,$-129,$-154,-,-,-,-,-,$-9,$-163,$259,$160,$419,$-150,$-150,$-34,$-10,$225,$-56,-,$-34
2018-12-31,$149,$173,$42,$215,$-17,$-248,$592,$-75,$175,$539,$-200,-,$-12,-,-,-,$21,$-191,$-2,$69,$67,$-272,$-272,$-33,$-1,$-239,$117,-,$-33
2018-09-30,$59,$171,$122,$293,-,-,-,$241,$241,$593,$-172,-,$596,-,-,-,$11,$435,$-642,$-24,$-666,$-264,$-264,$-34,$-1,$-965,$54,-,$-34
2018-06-30,$120,$178,$143,$321,-,-,-,$67,$67,$508,$-202,-,-,-,-,-,$36,$-166,$107,$-151,$-44,$-140,$-140,$-35,$-1,$-220,$71,-,$-35
2018-03-31,$125,$180,$41,$221,-,-,-,$-420,$-420,$-74,$-242,-,$-45,-,-,-,$3,$-284,$479,$-14,$465,$-35,$-35,$-35,$-11,$384,$27,-,$-35
2017-12-31,$159,$190,$-37,$153,$-189,$-66,$639,$33,$422,$734,$-152,-,$-33,-,-,-,$10,$-175,$-576,$-36,$-612,$9,$9,$-36,$-5,$-644,$-104,-,$-36
2017-09-30,$51,$162,$134,$296,-,-,-,$136,$136,$483,$-164,-,-,-,-,-,$1,$-163,$-198,$129,$-69,$-96,$-96,$-35,$-1,$-201,$122,-,$-35
2017-06-30,$100,$229,$-171,$58,-,-,-,$504,$504,$662,$-115,-,-,-,-,-,$-1,$-116,$-406,$-182,$-588,$15,$15,$-35,-,$-608,$-24,-,$-35
2017-03-31,$70,$148,$61,$209,-,-,-,$-680,$-680,$-401,$-125,-,$31,-,-,-,$3,$-91,$135,$273,$408,$-4,$-4,$-23,$-1,$380,$-142,-,$-23
2016-12-31,$53,$154,$-229,$-75,$-53,$30,$-55,$740,$648,$626,$-208,-,$8,-,-,-,"$-1,963","$-2,163",$-276,$-133,$-409,$1,$1,$-23,$1,$-430,"$-2,197",-,$-23
2016-09-30,$33,$146,$72,$218,-,-,-,$-720,$-720,$-469,$-125,-,"$-3,918",-,-,-,"$2,054","$-1,989","$-3,181",$-94,"$-3,275",$15,$15,$-23,$6,"$-3,277","$-5,754",-,$-23
2016-06-30,$307,$78,$-84,$-6,-,-,-,$121,$121,$422,$-135,-,"$3,264",-,-,-,$-75,"$3,054","$2,809",$-60,"$2,749",$16,$16,$-18,$1,"$2,748","$6,194",-,$-18
2016-03-31,$-127,$75,$227,$302,-,-,-,$-561,$-561,$-386,$-138,-,$-36,-,-,-,$-11,$-185,$394,$310,$704,$-91,$-91,$-19,$-22,$572,$-19,-,$-19
2015-12-31,$65,$74,$132,$206,$35,$97,$125,$-82,$139,$410,$-171,-,$1,-,-,-,"$-2,183","$-2,353","$2,187",$-204,"$1,983",$10,$10,$-18,$-53,"$1,922",$-21,-,$-18
2015-09-30,$50,$73,$123,$196,-,-,-,$140,$140,$386,$-129,-,$-16,-,-,-,$12,$-133,$-100,$6,$-94,$-126,$-126,$-18,$2,$-236,$18,-,$-18
2015-06-30,$160,$71,$2,$73,-,-,-,$159,$159,$392,$-123,-,-,-,-,-,$8,$-115,$-180,$-66,$-246,$10,$10,$-18,$-23,$-277,$-2,-,$-18
2015-03-31,$28,$68,$37,$105,-,-,-,$-314,$-314,$-181,$-105,-,$-29,-,-,-,$14,$-120,$187,$171,$358,$6,$6,$-18,$-18,$328,$38,-,$-18
2014-12-31,$88.4,$71.3,$59.7,$131,$-152,$-24,$355,$-76.4,$142.6,$362,$-141,-,$6,-,-,-,$-17.1,$-152.1,$-8.6,$-131,$-139.6,$-52.2,$-52.2,$-18.2,$-2.7,$-212.7,$1.5,-,$-18.2
2014-09-30,$148.4,$71.3,$-11.2,$60.1,-,-,-,$231.5,$231.5,$440,$-114.7,-,-,-,-,-,$-0.1,$-114.8,$-112.5,$-93.7,$-206.2,$-69.3,$-69.3,$-18,$4.2,$-289.3,$34.2,-,$-18
2014-06-30,$156.3,$69.6,$26.4,$96,-,-,-,$93.9,$93.9,$346.2,$-73.9,-,-,-,-,-,$4.9,$-69,$-226.6,$-6.8,$-233.4,$-45,$-45,$-18.2,$-2.3,$-298.9,$-20.1,-,$-18.2
2014-03-31,$104.9,$68.8,$-7.9,$60.9,-,-,-,$-302,$-302,$-136.2,$-61.4,-,-,-,-,-,$6.3,$-55.1,$-138.3,$299.5,$161.2,$-193.5,$-193.5,$-18.6,$5.8,$-45.1,$-240.6,-,$-18.6
2013-12-31,$134.6,$76.3,$-56.2,$20.1,$80.2,$21.4,$50.9,$156.5,$273,$427.7,$-68.7,-,-,-,-,-,$11.2,$-57.5,$79.1,$-42.8,$36.3,$-130.9,$-130.9,$-18.4,$-5,$-118,$247.8,-,$-18.4
2013-09-30,$121.9,$76.6,$82.9,$159.5,-,-,-,$216.5,$216.5,$497.9,$-108.5,-,$-1.6,-,-,-,$6.7,$-103.4,$-62.2,$-245.9,$-308.1,$-65.6,$-65.6,$-18.8,$0.9,$-391.6,$-1.3,-,$-18.8
2013-06-30,$99.1,$74.5,$37.8,$112.3,-,-,-,$26.6,$26.6,$238,$-112.4,-,-,-,-,-,$3.5,$-108.9,$16.9,$-0.1,$16.8,$-136.5,$-136.5,$-18.7,$-25,$-163.4,$-38.5,-,$-18.7
2013-03-31,$79.4,$72.5,$-26.2,$46.3,-,-,-,$-450.3,$-450.3,$-324.6,$-88.7,-,$-12.6,-,-,-,$-8,$-109.3,$314.4,$231.2,$545.6,$-65.8,$-65.8,$-19.3,$8.5,$469,$33.9,-,$-19.3
2012-12-31,$64,$72.7,$82,$154.7,$0.6,$29.1,$55.9,$150.1,$246.2,$464.9,$-98.1,-,$-55.9,-,-,-,$2.2,$-151.8,$127.7,$-238.2,$-110.5,$-189.2,$-189.2,$-15.2,$-2.2,$-317.1,$-7.1,-,$-15.2
2012-09-30,$119.7,$74.7,$56.3,$131,-,-,-,$62.9,$62.9,$313.6,$-68.4,-,$-15.3,-,-,-,$34.2,$-49.5,$-23.3,$-112.5,$-135.8,$-56.2,$-56.2,$-15.4,$3.1,$-204.3,$57.7,-,$-15.4
2012-06-30,$142.5,$66.5,$24,$90.5,-,-,-,$60,$60,$293,$-62.5,-,-,-,-,-,$-5.5,$-68,$-193.6,$44.6,$-149,$-57.6,$-57.6,$-15.6,$5.2,$-217,$16.7,-,$-15.6
2012-03-31,$93.1,$69,$-53.1,$15.9,-,-,-,$-327.3,$-327.3,$-218.3,$-76,-,-,-,-,-,$-10.7,$-86.7,$504,$-30.9,$473.1,$-191.1,$-191.1,$-15.6,$-14.9,$251.5,$-59,-,$-15.6
2011-12-31,$85.5,$78.9,$12.2,$91.1,$-4.1,$27.5,$111.1,$216.7,$330.8,$507.4,$-120,-,-,-,-,-,$8.3,$-111.7,$-275.9,$-44.8,$-320.7,$-92.6,$-92.6,$-11.1,$-8.7,$-433.1,$-24.3,-,$-11.1
2011-09-30,$137.5,$74.5,$-4.4,$70.1,-,-,-,$72.2,$72.2,$279.8,$-110.3,-,-,-,-,-,$-6.7,$-117,$-108.4,$135.6,$27.2,$-140.2,$-140.2,$-11.3,$0.9,$-123.4,$45.3,-,$-11.3
2011-06-30,$145.1,$74.1,$55.3,$129.4,-,-,-,$-38.9,$-38.9,$235.6,$-118.5,-,-,-,-,-,$-6.6,$-125.1,$-65.9,$8.3,$-57.6,$-90.5,$-90.5,$-11.6,$1.4,$-158.3,$-48.3,-,$-11.6
2011-03-31,$98.2,$73.6,$23.8,$97.4,-,-,-,$-270,$-270,$-74.4,$-95,-,$-295.2,-,-,-,$6,$-384.2,$461.7,$196.2,$657.9,$-150.6,$-150.6,$-11.7,$2.4,$498,$41.1,-,$-11.7
2010-12-31,$97.8,$73.3,$41.4,$114.7,$-287,$-153.1,$68.8,$263,$-68.7,$143.8,$-119.1,-,$-20.5,-,-,-,$23.6,$-116,$157.5,$9.9,$167.4,$-188.7,$-188.7,$-8.6,$-13.1,$-43,$-16.7,-,$-8.6
2010-09-30,$227.5,$67.1,$-99.6,$-32.5,-,-,-,$145.7,$145.7,$340.7,$-62,-,$245.4,-,-,-,$-1.7,$181.7,$-170.5,$-75.8,$-246.3,$-176.9,$-176.9,$-8.9,$3.5,$-428.6,$93.7,-,$-8.9
2010-06-30,$69,$62.4,$99.4,$161.8,-,-,-,$71.9,$71.9,$302.7,$-35.8,-,$-89.2,-,-,-,$-2.6,$-127.6,$-467.1,$14.3,$-452.8,$-21.4,$-21.4,$-9.1,$-2.9,$-486.2,$-316.4,-,$-9.1
2010-03-31,$79.4,$62.7,$11.7,$74.4,-,-,-,$-425.8,$-425.8,$-272,$-33.3,-,-,-,-,-,$-15,$-48.3,$566.8,$66.7,$633.5,$-119.7,$-119.7,$-9.2,$-6.4,$498.2,$180.8,-,$-9.2
2009-12-31,$81.5,$68.8,$28.9,$97.7,$33.8,$74.8,$-150,$432.9,$374.4,$553.6,$-40.9,-,$-537.7,$-37,-,$-37,$52.1,$-563.5,$-165.1,$-18.7,$-183.8,$-7.3,$-7.3,$-9.3,$1,$-199.4,$-207.5,-,$-9.3
2009-09-30,$103.8,$59.9,$13.3,$73.2,-,-,-,$-180.1,$-180.1,$-3.1,$-25.3,-,$-37,$37,-,$37,$24.5,$-0.8,$487.9,$-98.2,$389.7,$-8.8,$-8.8,$-9.4,$-8.5,$363,$358.6,-,$-9.4
2009-06-30,$133.5,$47.7,$14.7,$62.4,-,-,-,$121.1,$121.1,$317,$-23.9,-,$37,-,-,-,$17,$30.1,$-360.5,$16.6,$-343.9,$6.1,$6.1,$-9.4,$0.5,$-346.7,$6.4,-,$-9.4
2009-03-31,$69.6,$66.7,$7.9,$74.6,-,-,-,$-452,$-452,$-307.8,$-67.8,-,-,-,-,-,$20.6,$-47.2,$277.6,$8.3,$285.9,$4.9,$4.9,$-9.3,$2.4,$283.9,$-74.3,-,$-9.3
2008-12-31,$33.9,$25.2,$130,$155.2,$16,$-14.3,$28.4,$286.8,$300.1,$489.2,$-54.2,-,$-2.3,-,-,-,$-149.2,$-205.7,$-253.5,$64.7,$-188.8,$-42.1,$-42.1,$-9.2,$0.8,$-239.3,$13.5,-,$-9.2
2008-09-30,$102,$73.9,$8.5,$82.4,-,-,-,$23.6,$23.6,$208,$-70.3,-,-,-,-,-,$20,$-50.3,$68.1,$-87.3,$-19.2,$-76.3,$-76.3,$-9.3,$1.1,$-103.7,$50.5,-,$-9.3
2008-06-30,$100.1,$76.2,$59.2,$135.4,-,-,-,$-90.5,$-90.5,$145,$-86,-,-,-,-,-,$-7.9,$-93.9,$-33.8,$17,$-16.8,$-56.1,$-56.1,$-9.4,$2,$-80.3,$-26.5,-,$-9.4
2008-03-31,$83.9,$74.6,$-100.7,$-26.1,-,-,-,$-272.4,$-272.4,$-214.6,$-74.5,-,$8.7,-,-,-,$-2.3,$-68.1,$238.4,$113.7,$352.1,$-125.1,$-125.1,$-9.6,$0.4,$217.8,$-61.7,-,$-9.6
2007-12-31,$33.7,$74.3,$-27.4,$46.9,$26.9,$-41,$27.4,$109,$187.2,$267.8,$-85.6,-,-,-,-,-,$-0.5,$-86.1,$-59.5,$11.1,$-48.4,$-56.2,$-56.2,$-10.2,$1.2,$-113.6,$72.2,-,$-10.2
2007-09-30,$60.9,$71.8,$69.6,$141.4,-,-,-,$-48.2,$-48.2,$154.1,$-56.6,-,-,-,-,-,$-6.1,$-62.7,$-3.1,$-32.9,$-36,$-59.8,$-59.8,$-10,$1.6,$-104.2,$-12.5,-,$-10
2007-06-30,$105.9,$69.9,$28.9,$98.8,-,-,-,$154.1,$154.1,$358.8,$-78.2,-,-,-,-,-,$-1.7,$-79.9,$-123.5,$-101.3,$-224.8,$-7.8,$-7.8,$-10.2,$3.7,$-239.1,$40.7,-,$-10.2
