,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$-9,173","$-2,721",$-436,"$-3,157",-,-,-,"$5,638","$5,638","$-6,247","$3,170",-,"$3,452","$-1,816",-,"$-1,816",$-141,"$4,665","$-2,465",$311,"$-2,154","$1,213","$1,213","$4,673",$472,"$4,204","$2,533",$-354,"$4,673"
2020-09-30,"$2,944",$852,$65,$917,-,-,-,"$-1,445","$-1,445","$2,173","$-1,516",-,$-586,$1,-,$1,$-54,"$-2,155",$-28,"$-2,278","$-2,306",$28,$28,"$-1,545",$-28,"$-3,851","$-3,746",$125,"$-1,545"
2020-06-30,"$3,010","$1,048",$181,"$1,229",-,-,-,$-527,$-527,"$3,367",$-668,-,$-321,$48,-,$48,$59,$-882,"$4,444","$-1,616","$2,828",$14,$14,"$-1,577",$-128,"$1,137","$3,687",$121,"$-1,577"
2020-03-31,"$3,219",$821,$190,"$1,011",-,-,-,"$-3,666","$-3,666",$707,$-986,-,"$-2,545","$1,767",-,"$1,767",$136,"$-1,628","$-1,951","$3,583","$1,632","$-1,255","$-1,255","$-1,551",$-316,"$-1,490","$-2,474",$108,"$-1,551"
2019-12-31,"$2,363",$936,$128,"$1,064",$294,$-508,$399,"$3,200","$1,402","$4,794","$-1,137",-,$-25,$341,-,$341,$58,$-763,-,$182,$182,"$-1,033","$-1,033","$-1,405",$245,"$-2,011","$2,063",$111,"$-1,405"
2019-09-30,"$1,908",$845,"$1,459","$2,304",-,-,-,$-91,$-91,"$4,226",$-959,-,"$-1,039","$1,954",-,"$1,954",$235,$191,-,$-360,$-360,"$-1,365","$-1,365","$-1,394",$-33,"$-3,152","$1,211",$102,"$-1,394"
2019-06-30,"$2,644",$973,$-84,$889,-,-,-,$-443,$-443,"$3,084",$-782,-,"$-3,890","$2,200",-,"$2,200",$47,"$-2,425",-,$603,$603,"$-1,104","$-1,104","$-1,468",$-115,"$-2,084","$-1,417",$111,"$-1,468"
2019-03-31,"$2,862",$898,$391,"$1,289",-,-,-,"$-2,935","$-2,935","$1,336",$-595,-,-,$925,-,$925,$38,$368,"$4,958","$-4,135",$823,$-917,$-917,"$-1,428",$-92,"$-1,614",$110,$93,"$-1,428"
2018-12-31,"$1,778",$998,$-155,$843,$-418,$-911,$230,"$1,094",$481,"$3,592",$-929,-,$-59,"$2,914",-,"$2,914",$252,"$2,178","$-1,280","$2,830","$1,550","$-5,803","$-5,803","$-1,277",$-36,"$-5,566",$139,$87,"$-1,277"
2018-09-30,"$1,958","$1,094",$378,"$1,472",-,-,-,$-760,$-760,"$2,793",$-653,-,-,"$2,189",-,"$2,189",$124,"$1,660",$1,$225,$226,$-834,$-834,"$-1,285",$-12,"$-1,905","$2,516",$91,"$-1,285"
