,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$452,$244,$41,$285,$232,$-37,$-37,$18,$71,$808,$-122,-,"$-1,611",-,-,-,$13,"$-1,720",$-301,$340,$39,$-13,$-13,$-303,$42,$-235,"$-1,118",$64,$-303
2020-09-30,$730,$223,$42,$265,$-249,$212,$243,$-7,$234,"$1,229",$-209,-,$-12,-,-,-,$-11,$-232,$744,$-565,$179,-,-,$-299,$-26,$-146,$865,$41,$-299
2020-06-30,$407,$209,$52,$261,$173,$-2,$-149,$8,$174,$842,$-104,-,$-18,-,-,-,$-23,$-145,"$1,488","$-2,034",$-546,-,-,$-299,$-11,$-856,$-133,$51,$-299
2020-03-31,$524,$211,$-67,$144,$2,$-49,$-65,-,$-80,$588,$-111,-,$-96,-,-,-,$-25,$-232,-,"$1,755","$1,755",$-813,$-813,$-306,$19,$655,$948,$-38,$-306
2019-12-31,$329,$211,$64,$275,$281,$-167,$-225,$32,$-180,$424,$-114,-,-,-,-,-,$-17,$-131,$-502,$754,$252,$-129,$-129,$-305,$20,$-162,$141,$56,$-305
2019-09-30,$724,$213,$65,$278,$-127,$130,$119,$-13,$202,"$1,204",$-199,-,$-80,-,-,-,$-34,$-313,$-1,$-433,$-434,$-250,$-250,$-300,$18,$-966,$-109,$37,$-300
2019-06-30,$612,$203,$-47,$156,$3,$-12,$55,$8,$178,$946,$-121,-,$-137,-,-,-,$-26,$-284,$307,$-424,$-117,-,-,$-302,$-8,$-427,$219,$31,$-302
2019-03-31,$525,$204,$24,$228,$-117,$-35,$36,$-73,$-220,$533,$-119,-,$-165,-,-,-,$-34,$-318,"$1,132",$-750,$382,$-214,$-214,$-302,$38,$-96,$136,$59,$-302
2018-12-31,$467,$202,$-36,$166,$292,$-170,$-247,$-9,$-310,$323,$-155,-,$-73,-,-,-,$-31,$-259,$-403,"$1,601","$1,198",$-786,$-786,$-305,$-9,$98,$155,$-7,$-305
2018-09-30,$622,$201,$-2,$199,$-202,$150,$212,$-27,$203,"$1,024",$-303,-,"$-1,455",-,-,-,$-30,"$-1,788",$10,"$-1,238","$-1,228",-,-,$-305,$1,"$-1,532","$-2,318",$216,$-305
