,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$141.505,$178.436,$19.243,$197.679,$82.381,$-7.246,$-1.855,$51.793,$173.476,$512.66,$-116.495,$-8.545,$-14.054,$-65.318,-,$-65.318,-,$-204.412,$2.5,$-2.5,-,$-56.025,$-56.025,$-55.184,$-4.761,$-115.97,$196.461,$42.949,$-55.184
2020-09-30,$356.676,$175.046,$-219.703,$-44.657,$-30.269,$2.697,$-29.097,$33.833,$69.93,$381.949,$-145.074,$-9.042,$229.471,$-287.134,-,$-287.134,-,$-211.779,$-2.5,-,$-2.5,$45.772,$45.772,$-55.176,$-11.054,$-22.958,$149.259,$37.92,$-55.176
2020-06-30,$134.748,$171.295,$14.051,$185.346,$-25.652,$5.805,$-40.25,$-46.577,$-61.504,$258.59,$-194.586,$-10.974,$-35.022,$-7.853,-,$-7.853,-,$-248.435,-,-,-,$38.705,$38.705,$-55.054,$-10.259,$-26.608,$-15.517,$37.549,$-55.054
2020-03-31,$147.159,$172.646,$45.003,$217.649,$-22.774,$-0.296,$8.539,$-55.991,$-81.302,$283.506,$-123.103,$-9.682,$-0.744,$-3.082,-,$-3.082,-,$-136.611,$300,-,$300,$-531.797,$-531.797,$-56.047,$-8.117,$-295.961,$-156.431,$35.031,$-56.047
2019-12-31,$154.331,$178.407,$53.162,$231.569,$33.555,$-0.022,$-5.388,$48.598,$51.675,$437.575,$-145.517,$-9.793,$-74.539,$25.828,-,$25.828,-,$-204.021,-,-,-,$-230.438,$-230.438,$-56.53,$-1.607,$-288.575,$-54.587,$30.22,$-56.53
2019-09-30,$81.935,$173.073,$29.454,$202.527,$72.397,$0.002,$-28.326,$-10.453,$66.986,$351.448,$-177.096,$-8.337,-,$40.333,-,$40.333,-,$-145.1,-,-,-,$-336.526,$-336.526,$-57.293,$-14.134,$-407.953,$-206.494,$30.537,$-57.293
2019-06-30,$126.969,$169.815,$18.671,$188.486,$-61.628,$0.947,$35.871,$-79.273,$-108.645,$206.81,$-228.964,$-8.463,-,$129.795,-,$129.795,-,$-107.632,$600,-,$600,$-490.281,$-490.281,-,$-7.58,$102.139,$199.763,$23.024,-
2019-03-31,$166.219,$166.671,$23.858,$190.529,$13.789,$0.928,$-10.891,$-74.865,$-39.482,$317.266,$-193.812,$-8.994,-,$19.151,-,$19.151,-,$-183.655,-,-,-,$-5.261,$-5.261,-,$-1.73,$-6.991,$129.035,$19.86,-
2018-12-31,$131.32,$168.843,$39.091,$207.934,$42.257,$-0.301,$43.44,$41.385,$67.635,$406.889,$-205.548,$-12.515,-,$-48.78,-,$-48.78,-,$-266.843,-,-,-,$-268.569,$-268.569,-,$4.486,$-264.083,$-124.488,$21.075,-
2018-09-30,$169.381,$161.103,$39.885,$200.988,$-64.003,$-9.396,$-21.602,$55.466,$-31.915,$338.454,$-183.128,$-7.931,-,$-159.853,-,$-159.853,-,$-350.912,$75,$-75,-,$3.072,$3.072,-,$1.504,$4.576,$-12.354,$25.209,-
2018-06-30,$169.357,$160.053,$28.987,$189.04,$-115.431,$-1.055,$35.756,$22.558,$-58.696,$299.701,$-178.632,$-7.901,-,$186.849,-,$186.849,-,$0.316,$-75,$75,-,$-188.693,$-188.693,-,$-7.276,$-195.969,$97.569,$24.204,-
2018-03-31,$160.001,$152.592,$21.888,$174.48,$-70.608,$1.445,$7.608,$118.345,$74.484,$408.965,$-153.313,$-8.472,-,$-49.713,-,$-49.713,-,$-211.498,-,$-75,$-75,$-77.588,$-77.588,-,$-1.723,$-154.311,$42.476,$24.935,-
2017-12-31,$336.658,$155.482,$34.544,$190.026,$-13.756,$-0.063,$19.611,$-195.324,$-177.774,$348.91,$-163.826,$-7.46,-,$-240.876,-,$-240.876,-,$-412.162,-,-,-,$-135.028,$-135.028,-,$-3.595,$-138.623,$-202.131,$23.802,-
2017-09-30,$177.424,$146.352,$30.676,$177.028,$60.643,$-1.12,$-46.298,$-11.601,$8.485,$362.937,$-140.067,$-8.15,-,$-103.969,-,$-103.969,-,$-252.186,-,-,-,$0.006,$0.006,-,$-0.017,$-0.011,$112.624,$19.858,-
2017-06-30,$179.683,$144.056,$36.494,$180.55,$-45.487,$4.477,$55.555,$-39.097,$-67.99,$292.243,$-173.181,$-7.651,-,$-56.819,-,$-56.819,-,$-237.651,-,-,-,$27.61,$27.61,-,$-4.329,$23.281,$81.978,$21.859,-
2017-03-31,$173.213,$134.833,$28.714,$163.547,$-34.236,$-4.266,$-21.908,$51.539,$-33.175,$303.585,$-159.157,$-6.385,-,$61.69,-,$61.69,-,$-103.852,-,-,-,$10.683,$10.683,-,$-6.314,$4.369,$207.591,$17.5,-
2016-12-31,$149.691,$132.851,$32.045,$164.896,$34.559,$4.924,$6.369,$-29.522,$23.352,$337.939,$-196.459,$-5.25,-,$107.53,-,$107.53,-,$-94.179,-,-,-,$-496.892,$-496.892,-,-,$-496.892,$-260.636,$17.64,-
2016-09-30,$169.979,$127.289,$-26.557,$100.732,$3.017,$-3.044,$-14.338,$15.925,$40.353,$311.064,$-183.894,$-5.861,-,$-67.859,-,$-67.859,-,$-257.614,-,-,-,$35.544,$35.544,-,$-34.953,$0.591,$53.915,$18.942,-
2016-06-30,$166.454,$124.97,$31.742,$156.712,$-61.105,$5.906,$17.832,$-14.446,$-62.737,$260.429,$-198.079,$-3.769,-,$67.421,-,$67.421,-,$-134.427,-,-,-,$-35.498,$-35.498,-,$-4.824,$-40.322,$81.993,$20.143,-
2016-03-31,$150.36,$119.126,$25.789,$144.915,$101.787,$-8.452,$-23.06,$-37.06,$40.93,$336.205,$-174.691,$-3.592,-,$-125.271,-,$-125.271,-,$-303.554,-,-,-,$-139.635,$-139.635,-,$-0.419,$-140.054,$-106.533,$17.811,-
