,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$209.851,$66.142,$3.511,$69.653,$214.45,-,-,$-34.099,$-21.611,$257.893,$-23.406,-,$-8.23,-,-,-,-,$-31.636,$-312.161,$-144.939,$-457.1,$-20.484,$-20.484,-,$282.71,$-194.874,$105.759,$8.315,-
2020-09-30,$188.817,$65.621,$29.489,$95.11,$-309.995,-,-,$-14.81,$128.601,$412.528,$-18.149,-,$-72.065,-,$52.963,$52.963,-,$-37.251,$275.786,$47.513,$323.299,$-228.245,$-228.245,-,$-284.548,$-189.494,$179.514,$11.905,-
2020-06-30,$158.488,$63.694,$-5.104,$58.59,$203.633,-,-,$95.239,$165.057,$382.135,$-18.613,-,$-0.025,-,-,-,-,$-18.638,$-206.188,$-503.322,$-709.51,$-7.421,$-7.421,-,$-1.051,$-717.982,$-360.89,$8.989,-
2020-03-31,$147.06,$65.83,$126.932,$192.762,$156.052,-,-,$-48.195,$80.211,$420.033,$-18.257,-,$-0.467,-,-,-,-,$-18.724,$-203.695,$346.299,$142.604,$-456.963,$-456.963,-,$-0.092,$-314.451,$-123.001,$14.175,-
2019-12-31,$235.51,$69.875,$51.258,$121.133,$276.35,-,-,$-87.769,$14.293,$370.936,$-26.489,-,$-113.417,-,-,-,$-0.255,$-140.161,$43.786,$596.968,$640.754,$-584.249,$-584.249,-,$-106.206,$-49.701,$209.36,$14.833,-
2019-09-30,$225.805,$68.66,$105.692,$174.352,$-53.572,-,-,$-95.282,$-159.043,$241.114,$-16.706,-,$-83.934,-,-,-,-,$-100.64,$579.562,$-797.692,$-218.13,$5.339,$5.339,-,$103.867,$-108.924,$-22.749,$15.273,-
2019-06-30,$261.651,$72.131,$-25.908,$46.223,$-116.411,-,-,$4.741,$-55.347,$252.527,$-17.469,-,$-250.926,-,-,-,-,$-268.395,$-0.437,$95.486,$95.049,$26.453,$26.453,-,$-0.13,$121.372,$116.055,$18.306,-
2019-03-31,$172.107,$68.65,$46.095,$114.745,$-302.395,-,-,$-13.873,$10.642,$297.494,$-14.506,-,-,-,-,-,-,$-14.506,$23.562,$-322.606,$-299.044,$26.473,$26.473,-,$-0.347,$-272.918,$7.678,$12.541,-
2018-12-31,$302,$68.538,$-101.732,$-33.194,$481.835,-,-,$-13.542,$79.196,$348.002,$-25.075,-,$81.691,-,-,-,$-11.583,$45.033,$-76.375,$429.223,$352.848,$-570.687,$-570.687,-,$-3.644,$-221.483,$176.343,$15.732,-
2018-09-30,$157.694,$68.623,$44.977,$113.6,$-121.332,-,-,$-3.682,$8.997,$280.291,$-21.698,-,$0.012,-,-,-,-,$-21.686,$-42.5,$-227.649,$-270.149,$18.824,$18.824,-,$-0.247,$-251.572,$3.112,$20.702,-
2018-06-30,$176.852,$69.949,$31.909,$101.858,$-231.375,-,-,$-60.831,$-204.323,$74.387,$-19.4,-,$0.064,-,-,-,$-7.55,$-26.886,$75.5,$201.626,$277.126,$-282.836,$-282.836,-,$-0.057,$-5.767,$-37.063,$19.102,-
2018-03-31,$174.937,$72.841,$21.514,$94.355,$-288.152,-,-,$24.973,$-68.59,$200.702,$-15.214,-,$-3.875,-,-,-,$-3.642,$-22.731,$-16.5,$-14.084,$-30.584,$-68.317,$-68.317,-,$-0.092,$-98.993,$91.631,$14.403,-
